KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9
36,10,0.0,11,false,false,false,false,false,false,false,true,false,true
37,10,0.0,316,true,true,true,false,true,false,true,false,false,false
38,10,0.0,60,false,true,false,true,false,false,false,true,true,true
39,10,0.0,508,true,false,true,true,true,true,true,true,false,true
40,10,0.0,123,false,false,true,true,true,false,false,false,false,false
41,10,0.0,28,true,true,true,false,false,false,false,false,true,false
42,10,0.0,113,true,false,false,true,true,true,false,false,false,false
43,10,0.0,434,false,true,true,true,true,true,true,false,false,true
44,10,0.0,344,true,false,true,false,true,true,false,true,false,true
45,10,0.0,246,true,true,true,true,true,false,false,true,false,false
46,10,0.0,471,true,true,true,false,false,true,true,true,false,true
47,10,0.0,460,false,true,true,true,true,true,true,false,true,true
48,10,0.0,39,true,true,true,false,false,false,false,false,true,false
49,10,0.0,14,false,true,false,false,false,false,false,false,false,true
50,10,0.0,511,false,true,true,true,false,true,true,true,true,true
51,10,0.0,18,false,true,false,false,true,false,false,true,false,false
52,10,0.0,510,true,true,true,false,true,true,true,true,true,true
53,10,0.0,57,false,false,false,true,true,true,true,false,false,false
54,10,0.0,8,false,true,false,false,false,false,true,false,false,false
55,10,0.0,127,true,true,false,true,true,true,false,false,false,false
56,10,0.0,454,true,true,true,true,false,true,true,false,true,false
57,10,0.0,196,false,true,true,true,false,false,true,false,true,true
58,10,0.0,512,true,true,true,true,true,false,true,true,true,true
59,10,0.0,403,true,true,true,true,true,false,false,true,true,false
60,10,0.0,512,true,true,true,false,true,true,true,true,true,true
61,10,0.0,1,false,false,false,false,false,false,false,false,false,false
62,10,0.0,65,true,true,false,false,true,false,false,true,false,true
63,10,0.0,399,true,true,true,false,true,false,true,true,true,true
64,10,0.0,506,true,true,true,true,true,false,false,true,true,true
65,10,0.0,509,true,true,true,true,true,true,true,false,true,true
66,10,0.0,325,false,false,true,true,false,true,true,true,false,true
67,10,0.0,132,true,true,false,false,false,false,true,true,true,true
68,10,0.0,5,false,false,false,true,false,false,true,false,false,false
69,10,0.0,10,false,false,true,false,false,true,true,false,false,false
70,10,0.0,206,false,false,true,true,true,false,false,false,true,false
71,10,0.0,442,false,false,true,true,true,true,true,true,false,true
72,10,0.0,490,true,true,true,false,true,true,true,true,true,false
73,10,0.0,135,true,true,false,true,false,true,true,false,true,false
74,10,0.0,204,false,true,false,false,true,false,false,true,false,true
75,10,0.0,410,true,true,true,false,false,true,true,true,true,false
76,10,0.0,29,false,false,false,false,false,true,false,true,false,false
77,10,0.0,415,true,true,false,true,true,true,false,true,true,false
78,10,0.0,394,true,false,true,true,true,true,true,false,true,false
79,10,0.0,33,false,false,false,true,true,true,true,false,false,false
80,10,0.0,465,true,true,true,true,false,false,true,true,true,false
81,10,0.0,510,true,true,true,true,true,true,false,true,false,true
82,10,0.0,106,false,true,false,true,false,true,false,true,true,false
83,10,0.0,447,true,true,true,true,true,false,true,false,true,true
84,10,0.0,153,true,false,false,false,false,false,true,true,true,true
85,10,0.0,455,false,true,true,true,false,true,true,true,true,true
86,10,0.0,512,true,true,true,true,false,true,true,true,true,true
87,10,0.0,379,false,true,false,true,true,false,true,true,true,true
88,10,0.0,425,false,true,true,false,true,true,true,true,false,false
89,10,0.0,92,true,true,false,false,false,false,true,true,false,false
90,10,0.0,5,false,false,false,false,false,true,false,false,false,false
91,10,0.0,476,true,true,false,true,false,true,true,true,false,true
92,10,0.0,462,true,true,false,true,false,true,true,true,true,true
93,10,0.0,50,false,true,true,false,false,false,false,true,false,false
94,10,0.0,501,true,false,true,true,true,true,false,true,true,true
95,10,0.0,420,true,true,true,true,false,true,false,true,true,false
96,10,0.0,51,true,false,false,true,false,false,false,true,false,false
97,10,0.0,68,false,true,true,true,false,false,false,false,false,true
98,10,0.0,410,false,true,false,true,true,true,false,true,true,true
99,10,0.0,512,true,true,true,true,false,true,true,true,true,true
100,10,0.0,117,false,false,true,false,false,false,true,true,true,true
101,10,0.0,51,true,false,true,false,false,false,true,false,false,false
102,10,0.0,455,false,true,true,true,true,true,true,true,false,true
103,10,0.0,2,false,false,true,false,false,false,false,false,false,false
104,10,0.0,90,true,false,true,false,true,false,false,false,true,true
105,10,0.0,95,false,true,true,false,false,false,true,true,true,false
106,10,0.0,301,true,false,true,true,false,false,true,false,false,true
107,10,0.0,24,false,true,true,false,false,false,true,false,false,false
108,10,0.0,492,true,true,true,true,false,false,false,true,true,true
109,10,0.0,67,false,true,false,false,true,true,true,false,false,false
110,10,0.0,26,true,false,false,false,false,false,false,false,true,false
111,10,0.0,309,true,false,false,false,true,true,true,false,false,true
112,10,0.0,476,false,true,true,true,true,true,true,false,true,true
113,10,0.0,510,true,true,true,false,true,true,true,true,true,true
114,10,0.0,94,true,true,false,false,false,false,false,true,true,false
115,10,0.0,7,false,false,false,false,false,true,false,true,false,false
116,10,0.0,471,true,true,true,true,true,false,false,false,true,false
117,10,0.0,46,false,true,false,false,false,false,false,true,true,false
118,10,0.0,169,true,false,false,true,true,true,true,false,false,false
119,10,0.0,512,true,true,true,true,true,false,true,true,true,true
120,10,0.0,464,true,true,false,false,true,true,true,false,true,true
121,10,0.0,117,true,true,true,false,true,false,false,false,true,true
122,10,0.0,43,false,false,false,false,true,true,false,true,false,false
123,10,0.0,146,false,false,true,true,false,true,false,false,false,true
124,10,0.0,500,true,true,true,true,true,false,true,false,true,true
125,10,0.0,431,true,true,true,true,false,true,true,true,false,true
126,10,0.0,511,true,true,true,true,false,true,true,true,true,true
127,10,0.0,164,true,false,true,true,false,false,true,false,true,false
128,10,0.0,510,false,true,true,true,false,true,true,true,true,true
129,10,0.0,510,true,true,true,true,true,false,true,true,true,false
130,10,0.0,216,false,true,false,false,true,true,true,false,false,true
131,10,0.0,509,true,true,true,true,true,false,true,false,true,true
132,10,0.0,291,true,false,false,true,true,false,true,true,true,false
133,10,0.0,3,false,false,true,false,false,false,false,false,false,true
134,10,0.0,175,true,false,true,true,false,false,true,true,false,true
135,10,0.0,498,false,true,true,true,true,true,true,true,true,true
136,10,0.0,12,true,false,false,false,true,true,false,false,false,false
137,10,0.0,72,false,false,false,true,true,false,true,true,false,true
138,10,0.0,1,false,false,false,false,false,false,false,false,false,true
139,10,0.0,263,true,false,false,true,false,false,false,true,true,true
140,10,0.0,501,true,true,true,true,false,true,false,false,true,true
141,10,0.0,78,true,true,false,false,false,true,false,false,false,true
142,10,0.0,477,false,true,true,true,true,true,true,true,false,true
143,10,0.0,15,false,false,true,true,false,false,false,false,false,true
144,10,0.0,498,true,false,true,false,true,true,true,true,false,true
145,10,0.0,145,false,true,false,false,true,true,true,true,false,true
146,10,0.0,13,true,false,false,false,false,false,false,false,true,false
147,10,0.0,510,true,true,true,false,true,true,true,true,false,true
148,10,0.0,170,false,false,false,true,true,false,true,true,false,false
149,10,0.0,509,true,false,true,true,false,true,true,true,true,true
150,10,0.0,115,false,true,true,false,true,true,false,true,false,true
151,10,0.0,12,false,false,true,false,false,false,false,false,false,true
152,10,0.0,24,true,false,false,false,true,false,true,true,false,false
153,10,0.0,358,true,false,false,true,true,true,false,true,false,true
154,10,0.0,79,true,false,false,true,false,false,true,false,true,false
155,10,0.0,369,true,false,true,false,true,false,true,true,true,true
156,10,0.0,158,false,true,true,false,true,true,false,false,true,false
157,10,0.0,466,false,true,true,true,false,true,true,false,true,true
158,10,0.0,220,false,true,true,true,false,false,true,true,true,false
159,10,0.0,382,false,true,false,true,true,false,false,true,true,true
160,10,0.0,490,true,true,true,true,true,true,true,false,true,false
161,10,0.0,417,false,true,true,true,true,false,true,true,true,true
162,10,0.0,463,true,true,true,true,true,false,false,true,false,true
163,10,0.0,75,true,true,false,false,true,true,false,false,false,true
164,10,0.0,34,true,false,false,true,false,false,false,false,false,true
165,10,0.0,512,true,true,false,true,true,true,true,true,true,true
166,10,0.0,37,false,false,true,false,true,false,false,true,false,true
167,10,0.0,34,true,false,true,false,false,false,true,false,false,false
168,10,0.0,509,true,true,true,true,true,true,false,true,true,false
169,10,0.0,397,true,false,true,false,false,true,true,false,true,true
170,10,0.0,491,true,true,true,true,true,true,false,true,false,true
171,10,0.0,434,false,true,true,false,true,false,false,true,true,true
172,10,0.0,474,true,true,false,true,true,true,false,true,true,false
173,10,0.0,2,false,false,true,false,false,false,false,false,false,false
174,10,0.0,39,false,false,true,true,false,false,true,false,true,false
175,10,0.0,368,true,true,false,true,true,false,false,true,true,false
176,10,0.0,196,false,false,true,true,false,true,true,false,true,false
177,10,0.0,144,true,false,false,false,false,true,false,true,true,false
178,10,0.0,453,true,true,false,false,true,true,true,true,false,true
179,10,0.0,183,true,false,false,true,false,true,false,true,true,true
180,10,0.0,512,true,true,true,false,true,true,true,true,true,true
181,10,0.0,148,true,false,true,false,false,true,true,false,true,true
182,10,0.0,493,true,false,true,true,true,true,true,false,true,false
183,10,0.0,247,false,true,false,true,true,false,true,false,false,true
184,10,0.0,439,true,false,true,true,true,true,true,true,false,true
185,10,0.0,398,false,true,true,true,true,false,false,true,true,true
186,10,0.0,291,true,true,true,true,true,false,false,false,false,false
187,10,0.0,203,false,false,false,true,true,true,true,false,true,false
188,10,0.0,372,true,true,true,false,true,true,false,false,false,true
189,10,0.0,504,true,true,true,true,false,true,true,true,true,true
190,10,0.0,7,false,false,true,true,false,false,false,false,false,true
191,10,0.0,8,false,false,true,false,false,false,false,false,false,true
192,10,0.0,510,true,true,true,true,true,true,true,true,false,true
193,10,0.0,510,true,true,true,true,true,true,true,false,false,true
194,10,0.0,511,false,true,true,true,true,true,true,true,true,true
195,10,0.0,472,false,true,true,true,true,true,true,false,true,true
196,10,0.0,14,false,false,true,false,false,false,false,false,true,true
197,10,0.0,512,true,true,true,true,true,true,true,true,true,false
198,10,0.0,494,true,false,true,true,true,true,true,true,true,false
199,10,0.0,510,true,true,true,true,true,false,true,true,true,true
200,10,0.0,122,true,true,true,false,false,false,true,true,false,true
201,10,0.0,483,false,true,true,true,true,true,true,true,false,true
202,10,0.0,3,true,false,false,false,false,false,false,false,false,false
203,10,0.0,396,true,false,true,true,false,false,true,true,true,false
204,10,0.0,7,false,false,false,false,false,false,false,false,true,true
205,10,0.0,193,true,true,false,false,true,false,true,false,true,false
206,10,0.0,322,false,true,false,true,true,true,true,true,false,false
207,10,0.0,512,true,true,false,true,true,true,true,true,true,true
208,10,0.0,20,false,false,false,true,true,true,false,false,false,true
209,10,0.0,483,true,true,false,true,false,true,true,true,true,true
210,10,0.0,230,false,false,true,true,true,false,true,true,true,false
211,10,0.0,1,false,false,false,false,false,false,false,false,false,false
212,10,0.0,16,true,false,true,false,false,false,true,false,true,false
213,10,0.0,489,true,true,false,true,true,false,true,true,true,true
214,10,0.0,342,false,false,true,true,true,false,true,true,false,true
215,10,0.0,426,true,false,true,true,false,true,false,true,true,true
216,10,0.0,485,true,false,true,true,true,false,true,true,true,false
217,10,0.0,433,false,true,true,false,true,true,true,true,true,true
218,10,0.0,26,false,false,true,false,false,false,false,true,true,false
219,10,0.0,3,false,false,false,false,true,false,false,false,false,false
220,10,0.0,2,false,false,false,false,false,false,true,false,false,false
221,10,0.0,76,false,true,false,true,false,false,false,true,true,false
222,10,0.0,511,false,true,true,true,true,true,true,true,true,true
223,10,0.0,1,false,false,false,false,false,false,false,false,false,true
224,10,0.0,476,true,false,true,false,true,true,true,true,true,true
225,10,0.0,184,true,false,true,false,false,true,false,true,true,true
226,10,0.0,512,true,true,true,true,true,true,true,true,false,true
227,10,0.0,4,false,true,true,false,false,false,false,false,false,false
228,10,0.0,4,true,false,false,false,false,true,false,false,false,true
229,10,0.0,413,true,true,true,false,true,true,false,true,true,true
230,10,0.0,256,true,true,false,true,false,true,true,true,false,true
231,10,0.0,395,true,false,true,false,true,true,false,true,true,true
232,10,0.0,126,false,true,false,true,false,true,false,true,false,false
233,10,0.0,308,true,false,false,true,false,true,true,true,false,true
234,10,0.0,2,false,false,false,false,false,false,false,false,true,false
235,10,0.0,31,false,false,true,false,false,true,false,true,false,true
236,10,0.0,508,true,true,true,true,true,true,false,true,true,true
237,10,0.0,457,true,true,true,true,false,true,true,true,false,false
238,10,0.0,60,true,false,false,false,true,false,false,true,true,false
239,10,0.0,20,false,true,false,true,false,false,false,false,true,false
240,10,0.0,512,true,true,true,false,true,true,true,true,true,true
241,10,0.0,249,true,true,false,false,false,true,true,true,false,true
242,10,0.0,505,false,true,true,false,true,true,true,true,true,true
243,10,0.0,479,true,true,false,true,true,true,true,true,true,false
244,10,0.0,153,false,true,true,false,true,false,true,true,false,false
245,10,0.0,9,false,false,true,false,true,false,false,false,false,false
246,10,0.0,490,true,true,true,false,true,true,false,true,true,true
247,10,0.0,304,false,true,true,false,false,true,false,true,true,false
248,10,0.0,2,false,false,false,false,false,false,false,true,false,true
249,10,0.0,388,false,true,true,false,true,true,true,false,false,true
250,10,0.0,7,false,false,false,true,false,false,false,false,false,true
251,10,0.0,4,false,false,false,true,false,false,false,true,false,true
252,10,0.0,45,true,false,false,true,false,false,true,false,true,false
253,10,0.0,18,false,false,false,false,true,true,true,false,false,false
254,10,0.0,100,true,false,false,true,true,true,false,true,false,false
255,10,0.0,500,true,true,true,true,true,false,true,true,true,true
256,10,0.0,512,false,true,true,true,true,true,true,true,true,true
257,10,0.0,506,true,true,false,true,true,false,true,true,true,true
258,10,0.0,212,false,false,true,false,false,true,true,true,true,false
259,10,0.0,304,false,true,false,false,true,false,true,true,false,true
260,10,0.0,79,false,false,false,false,true,false,true,false,true,false
261,10,0.0,5,false,true,true,false,false,false,false,false,false,false
262,10,0.0,166,true,false,true,false,false,false,true,true,true,true
263,10,0.0,483,true,true,true,false,false,true,true,true,false,true
264,10,0.0,57,false,false,true,false,false,true,false,false,true,true
265,10,0.0,491,false,true,false,true,true,true,false,true,true,true
266,10,0.0,512,true,true,true,true,false,true,true,true,true,true
267,10,0.0,87,true,true,true,false,false,false,true,false,false,false
268,10,0.0,4,false,false,false,false,false,false,false,false,false,true
269,10,0.0,85,false,false,true,true,false,true,false,false,true,true
270,10,0.0,44,true,false,true,false,false,true,false,true,false,false
271,10,0.0,48,false,false,true,false,false,true,false,false,true,true
272,10,0.0,56,false,true,false,true,false,false,false,true,false,true
273,10,0.0,129,false,true,false,true,true,false,true,false,false,false
274,10,0.0,454,true,true,false,true,true,true,true,false,true,true
275,10,0.0,507,true,true,true,true,false,true,true,true,false,true
276,10,0.0,499,true,true,true,true,true,true,true,false,true,true
277,10,0.0,504,true,true,false,true,true,true,true,true,true,false
278,10,0.0,102,true,false,false,true,true,false,true,false,false,false
279,10,0.0,511,true,true,true,true,false,true,true,true,true,true
280,10,0.0,2,false,false,false,false,false,false,true,false,false,false
281,10,0.0,504,true,true,true,true,true,false,true,true,true,true
282,10,0.0,512,true,true,true,false,true,true,true,true,true,true
283,10,0.0,221,true,true,true,false,true,true,false,true,false,false
284,10,0.0,420,true,true,false,true,true,true,true,false,true,true
285,10,0.0,415,false,true,true,false,false,true,true,true,true,true
286,10,0.0,5,false,false,false,false,false,false,false,true,false,true
287,10,0.0,6,false,false,false,true,false,false,false,false,false,false
288,10,0.0,391,true,true,true,true,false,true,false,true,true,false
289,10,0.0,512,true,true,true,true,true,false,true,true,true,true
290,10,0.0,391,true,false,true,true,true,true,false,true,false,true
291,10,0.0,463,true,true,false,true,true,true,true,false,true,false
292,10,0.0,48,true,true,false,false,false,true,false,false,true,false
293,10,0.0,134,false,true,true,true,false,false,false,true,true,false
294,10,0.0,512,true,true,true,false,true,true,true,true,true,true
295,10,0.0,492,true,false,true,true,false,true,true,true,true,true
296,10,0.0,507,true,true,true,false,true,false,true,true,true,true
297,10,0.0,39,false,true,false,false,false,false,true,false,false,false
298,10,0.0,402,true,false,true,false,true,true,true,true,true,false
299,10,0.0,450,true,true,true,true,false,false,true,true,true,false
300,10,0.0,511,true,true,true,true,true,false,true,true,true,false
301,10,0.0,162,false,false,true,false,false,false,true,false,true,true
302,10,0.0,1,false,false,false,false,false,false,false,false,false,false
303,10,0.0,264,false,true,true,false,false,true,true,true,true,false
304,10,0.0,2,false,false,false,false,false,false,false,true,false,false
305,10,0.0,47,false,false,true,true,false,true,true,false,false,false
306,10,0.0,502,true,true,true,true,true,true,true,false,true,true
307,10,0.0,229,false,true,true,false,true,false,true,true,false,true
308,10,0.0,398,false,true,true,true,false,false,false,true,true,true
309,10,0.0,43,false,false,false,false,false,false,true,true,true,true
310,10,0.0,6,false,true,false,true,false,false,false,false,false,false
311,10,0.0,510,true,true,true,true,true,false,true,true,true,true
312,10,0.0,512,true,true,true,true,true,true,true,true,true,false
313,10,0.0,217,true,true,true,true,true,false,false,false,false,false
314,10,0.0,508,true,true,true,true,true,true,true,false,true,true
315,10,0.0,368,true,false,false,false,true,true,false,true,true,false
316,10,0.0,502,false,true,true,true,true,true,false,true,true,true
317,10,0.0,21,true,false,false,false,true,true,false,false,false,false
318,10,0.0,497,true,true,true,true,true,false,true,true,true,false
319,10,0.0,455,true,false,false,true,true,true,true,true,true,true
320,10,0.0,51,false,true,false,false,true,true,false,false,true,false
321,10,0.0,104,true,true,true,false,true,false,false,false,false,true
322,10,0.0,424,false,true,true,true,true,false,true,true,true,true
323,10,0.0,122,false,true,true,true,false,true,true,false,true,false
324,10,0.0,409,true,false,true,true,true,true,false,true,false,true
325,10,0.0,173,false,false,true,false,false,true,true,true,true,false
326,10,0.0,492,true,false,true,true,true,true,false,true,false,true
327,10,0.0,467,true,false,true,true,true,false,false,true,true,true
328,10,0.0,462,false,true,true,true,true,true,true,false,true,true
329,10,0.0,80,false,false,true,true,true,false,true,false,true,true
330,10,0.0,512,true,true,true,true,true,true,true,true,true,false
331,10,0.0,243,false,false,true,true,false,false,false,true,false,true
332,10,0.0,106,true,false,true,true,true,false,false,false,false,true
333,10,0.0,20,true,false,false,false,true,false,false,false,true,false
334,10,0.0,1,false,false,false,false,false,false,false,false,false,false
335,10,0.0,231,false,true,false,true,false,true,false,true,true,false
336,10,0.0,504,true,true,false,true,true,true,false,true,true,true
337,10,0.0,416,true,true,false,true,true,true,true,false,false,false
338,10,0.0,512,true,true,true,true,true,true,true,true,true,false
339,10,0.0,512,true,true,true,true,true,false,true,true,true,true
340,10,0.0,336,false,false,true,true,false,true,true,true,true,true
341,10,0.0,214,true,true,true,false,false,true,true,false,true,true
342,10,0.0,136,false,true,false,true,false,true,true,true,false,true
343,10,0.0,512,true,true,true,true,true,false,true,true,true,true
344,10,0.0,116,false,true,true,true,true,false,false,true,false,false
345,10,0.0,179,true,false,true,true,true,false,true,false,false,false
346,10,0.0,193,true,false,false,true,false,false,false,true,true,false
347,10,0.0,121,false,false,false,true,true,false,false,true,false,false
348,10,0.0,239,true,true,true,false,true,true,true,false,false,false
349,10,0.0,243,true,false,false,true,false,false,true,true,true,false
350,10,0.0,273,false,false,false,true,false,true,true,false,false,true
351,10,0.0,13,false,false,false,false,true,false,false,true,false,false
352,10,0.0,391,true,true,true,false,false,true,false,true,true,true
353,10,0.0,510,true,true,true,false,true,true,true,true,true,true
354,10,0.0,512,true,true,true,true,false,true,true,true,true,true
355,10,0.0,2,false,false,true,false,false,false,false,false,false,false
356,10,0.0,263,false,true,true,true,true,false,true,false,true,false
357,10,0.0,236,false,true,false,true,true,true,false,false,false,false
358,10,0.0,379,true,true,true,true,true,true,false,true,false,false
359,10,0.0,6,false,false,true,false,false,false,false,false,true,false
360,10,0.0,13,false,false,false,true,false,false,false,false,false,false
361,10,0.0,506,true,true,true,true,true,false,true,true,true,true
362,10,0.0,512,true,true,true,true,true,true,true,true,true,false
363,10,0.0,512,true,true,true,true,true,true,true,false,true,true
364,10,0.0,497,true,false,true,true,true,true,true,true,true,true
365,10,0.0,6,true,false,false,false,true,false,false,false,false,false
366,10,0.0,139,false,true,false,false,true,false,true,true,true,true
367,10,0.0,512,true,true,true,true,true,true,true,false,true,true
368,10,0.0,512,true,true,true,true,true,true,true,true,false,true
369,10,0.0,509,false,true,true,true,true,true,true,true,true,true
370,10,0.0,220,false,true,true,false,true,true,true,false,true,false
371,10,0.0,484,true,true,false,true,true,false,true,true,true,false
372,10,0.0,271,false,true,true,false,true,false,false,true,true,true
373,10,0.0,417,true,false,true,true,true,true,true,false,true,true
374,10,0.0,494,true,true,true,true,true,false,true,true,true,true
375,10,0.0,506,true,true,true,true,true,true,true,false,true,false
376,10,0.0,336,false,true,true,false,true,false,false,true,true,false
377,10,0.0,6,false,false,false,true,false,false,false,false,false,false
378,10,0.0,109,false,true,true,false,false,true,true,false,false,true
379,10,0.0,508,true,true,true,true,true,true,true,true,false,true
380,10,0.0,176,true,false,true,true,false,true,true,false,false,true
381,10,0.0,421,true,true,false,true,false,false,true,true,true,false
382,10,0.0,279,true,true,true,true,false,false,true,false,false,false
383,10,0.0,354,true,true,true,true,false,true,true,false,false,true
384,10,0.0,511,true,true,true,true,true,true,false,true,true,true
385,10,0.0,450,true,true,true,false,true,true,false,true,true,true
386,10,0.0,496,true,true,true,true,true,true,true,false,true,true
387,10,0.0,15,false,false,false,false,true,false,false,false,false,true
388,10,0.0,61,true,false,false,false,false,true,false,false,true,false
389,10,0.0,448,false,true,true,false,true,true,false,true,true,true
390,10,0.0,1,false,false,false,false,false,false,false,false,false,false
391,10,0.0,119,false,false,true,true,true,false,true,false,false,false
392,10,0.0,508,true,true,false,true,true,true,true,true,true,true
393,10,0.0,291,false,true,false,true,false,true,true,true,false,false
394,10,0.0,163,false,false,false,true,true,true,false,false,true,true
395,10,0.0,512,true,true,true,false,true,true,true,true,true,true
396,10,0.0,70,true,false,true,false,false,true,true,false,false,false
397,10,0.0,471,true,true,true,true,true,false,true,false,true,false
398,10,0.0,100,false,true,false,false,false,true,false,true,true,true
399,10,0.0,505,true,true,true,true,true,true,true,false,true,true
400,10,0.0,447,false,true,false,true,true,false,true,true,true,true
401,10,0.0,309,false,true,true,true,false,true,true,true,false,true
402,10,0.0,8,false,false,false,false,true,false,false,true,false,false
403,10,0.0,506,true,true,true,true,false,true,true,true,true,true
404,10,0.0,508,true,true,true,true,false,true,true,true,true,true
405,10,0.0,511,true,true,true,true,false,true,true,true,true,true
406,10,0.0,242,false,true,true,false,true,false,true,false,true,true
407,10,0.0,507,true,false,true,true,true,true,true,false,true,true
408,10,0.0,75,true,true,true,true,false,false,false,true,false,false
409,10,0.0,83,false,true,true,true,true,false,true,false,false,false
410,10,0.0,508,false,true,true,true,true,true,true,true,true,true
411,10,0.0,500,true,true,true,true,true,false,false,true,true,false
412,10,0.0,96,true,false,false,false,false,false,true,false,true,true
413,10,0.0,388,true,true,false,false,false,true,false,true,true,true
414,10,0.0,512,false,true,true,true,true,true,true,true,true,true
415,10,0.0,433,true,true,true,true,true,true,false,true,false,true
416,10,0.0,269,true,false,false,true,false,false,true,false,true,true
417,10,0.0,1,false,false,false,false,false,false,false,false,false,false
418,10,0.0,489,false,true,true,true,true,true,false,true,false,true
419,10,0.0,30,true,false,false,true,false,false,false,false,true,false
420,10,0.0,419,false,false,true,true,true,true,false,true,true,true
421,10,0.0,11,false,false,false,false,true,false,false,false,false,false
422,10,0.0,252,false,false,true,true,false,true,true,true,false,true
423,10,0.0,1,false,false,false,false,false,false,false,false,false,false
424,10,0.0,12,true,false,true,false,false,false,false,false,true,true
425,10,0.0,343,true,false,true,true,true,true,true,false,false,false
426,10,0.0,214,true,false,true,false,false,true,true,false,true,false
427,10,0.0,28,false,true,false,false,false,false,false,false,true,false
428,10,0.0,424,false,true,true,true,false,true,true,true,true,true
429,10,0.0,187,true,true,false,true,false,true,false,false,false,false
430,10,0.0,417,true,true,true,false,true,false,true,false,true,true
431,10,0.0,51,true,false,false,false,true,true,false,false,true,false
432,10,0.0,494,true,false,true,false,true,true,true,true,false,true
433,10,0.0,455,true,false,true,true,true,true,true,true,true,false
434,10,0.0,492,true,true,true,true,false,true,false,true,true,false
435,10,0.0,512,true,true,true,true,true,true,true,true,true,false
436,10,0.0,478,true,true,true,true,true,false,false,false,true,true
437,10,0.0,5,false,false,false,true,false,false,true,false,false,false
438,10,0.0,229,false,true,false,false,true,true,false,false,false,true
439,10,0.0,59,true,false,false,true,true,true,false,false,true,false
440,10,0.0,348,true,true,true,true,false,false,true,false,false,false
441,10,0.0,512,true,true,false,true,true,true,true,true,true,true
442,10,0.0,501,false,false,true,true,true,true,true,true,true,true
443,10,0.0,302,false,false,true,true,true,false,false,true,true,true
444,10,0.0,458,false,true,true,true,true,true,true,true,true,true
445,10,0.0,99,false,true,false,true,false,false,false,true,true,false
446,10,0.0,403,true,false,false,true,true,false,true,true,true,true
447,10,0.0,510,true,true,true,true,true,true,true,false,true,true
448,10,0.0,498,true,false,false,true,true,true,true,true,true,true
449,10,0.0,370,false,true,true,true,true,false,false,false,true,true
450,10,0.0,232,false,false,false,true,true,true,true,true,false,false
451,10,0.0,36,false,false,false,false,false,true,true,true,false,false
452,10,0.0,31,false,true,true,false,false,true,false,false,false,false
453,10,0.0,4,false,false,false,true,false,true,false,false,false,false
454,10,0.0,462,false,false,true,true,true,true,true,true,true,true
455,10,0.0,175,false,false,true,false,false,true,true,true,false,false
456,10,0.0,262,true,false,true,false,true,true,true,true,false,true
457,10,0.0,286,true,false,true,false,false,true,true,false,true,false
458,10,0.0,462,true,true,true,true,true,true,true,false,false,false
459,10,0.0,351,false,true,false,true,true,true,true,false,true,true
460,10,0.0,486,true,true,true,true,true,true,true,false,false,true
461,10,0.0,508,true,true,true,true,true,false,true,true,false,true
