KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26
102,27,0.0,0,0.0,false,true,false,false,false,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,false,true,true,false,false,false
103,27,0.0,0,0.0,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
104,27,0.0,0,0.0,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true
105,27,0.0,0,0.0,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
106,27,0.0,0,0.0,true,true,false,false,true,true,false,false,false,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true
107,27,0.0,0,0.0,true,true,true,false,true,true,false,false,false,true,false,false,true,true,true,false,false,true,true,true,false,false,true,true,true,true,false
108,27,0.0,0,0.0,false,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true
109,27,0.0,0,0.0,true,false,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true
110,27,0.0,0,0.0,false,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,true,false,true,true,false,true,false,false,true,false,true
111,27,0.0,0,0.0,true,false,true,false,true,false,false,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false,true
112,27,0.0,0,0.0,true,true,true,true,true,false,true,false,true,false,false,true,false,true,false,false,true,true,true,true,true,true,true,false,true,true,true
113,27,0.0,0,0.0,true,false,true,true,false,true,true,true,false,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true
114,27,0.0,0,0.0,false,false,false,false,false,true,true,false,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,true
115,27,0.0,0,0.0,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
116,27,0.0,0,0.0,false,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true,false,true,true,false,false,false,true,false,true,true,true
117,27,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true
118,27,0.0,0,1.751696956426538E-4,true,false,false,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true
119,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
120,27,0.0,0,0.0,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true
121,27,0.0,0,0.0,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false
122,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true
123,27,0.015625,0,0.0,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false
124,27,0.0,0,0.0,true,false,true,false,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
125,27,0.0,0,0.0,true,false,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false,true
126,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false
127,27,0.0,0,0.0,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
128,27,0.0,0,0.0,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
129,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true
130,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,true
131,27,0.0,0,0.0,false,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false
132,27,0.0,0,0.0,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false
133,27,0.0,0,0.0,false,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true,true,true,false,false
134,27,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true
135,27,0.0,0,0.0,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true
136,27,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,false,false,true,false,false,true,false,true
137,27,0.0,0,0.0,false,true,true,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,false,false,false,true,true
138,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true
139,27,0.0,0,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false
140,27,0.0,0,0.0,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,false,false,false,false,false,true
141,27,0.0,0,0.0,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,true,true,false
142,27,0.0,0,0.0,false,true,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,false,false,true,false
143,27,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true
144,27,0.0,0,0.0,false,false,true,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false
145,27,0.0,0,0.0,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,true
146,27,0.0,0,0.0,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,false,true,false,true,false,true,false,false,true
147,27,0.0,0,0.0,false,true,true,false,false,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
148,27,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,true
149,27,0.0,0,0.0,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true
150,27,0.0,0,0.0,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false
151,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
152,27,0.0,0,0.0,true,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true
153,27,0.0,0,4.241961482989734E-5,true,false,true,true,true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,true,false,true,true
154,27,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
155,27,0.015625,0,0.0,true,true,false,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,false,false,true,false
156,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
157,27,0.0,0,0.0,true,false,false,false,true,true,false,true,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false
158,27,0.0,0,0.0,false,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false
159,27,0.0,0,1.7068730086481566E-4,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,true,true
160,27,0.0,0,0.0,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
161,27,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true
162,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true
163,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,false,true,false,false,false
164,27,0.0,0,0.0,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true
165,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
166,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false
167,27,0.0,0,0.0,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true
168,27,0.0,0,0.0,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false
169,27,0.0,0,0.0,false,true,false,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true
170,27,0.015625,0,0.0,true,false,true,false,false,false,true,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,false,true,false,true,false
171,27,0.0,0,0.0,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true
172,27,0.0,0,0.0,true,false,true,false,false,true,true,true,true,false,true,true,false,false,false,true,true,true,true,true,false,false,true,true,true,true,true
173,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
174,27,0.0,0,0.0,false,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,false,true,false,true,false,true,false,false,false,true
175,27,0.0,0,0.0,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false
176,27,0.0,0,0.0,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,true,true,true
177,27,0.0,0,0.0,false,false,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true
178,27,0.0,0,0.0,false,true,true,true,false,true,false,true,false,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true
179,27,0.0,0,0.0,true,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,false,false
180,27,0.0,0,0.0,false,false,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,false,false,false,false,true,false,true,false,true,false
181,27,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true
182,27,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
183,27,0.0,0,0.0,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false
184,27,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true
185,27,0.0,0,0.0,true,false,false,false,false,true,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,true,true,false,true
186,27,0.0,0,0.0,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,false,true,true,true
187,27,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true
188,27,0.0,0,0.0,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true
189,27,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
190,27,0.0,0,0.0,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
191,27,0.0,0,0.0,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,false,false,true
192,27,0.0,0,0.0,true,true,true,true,false,true,true,true,false,true,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,true,true
193,27,0.0,0,0.0,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,true,false,true,true,true,false
194,27,0.0,0,0.0,false,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,true,false,false,true
195,27,0.0,0,0.0,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,true,true,false,true,false,false,true,false,true,false,true,false
196,27,0.0,0,0.0,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
197,27,0.0,0,0.0,true,true,false,true,true,false,false,false,false,false,true,false,true,false,false,false,false,true,true,true,false,true,false,true,false,false,false
198,27,0.0,0,0.0,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false
199,27,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false
200,27,0.0,0,0.0,true,false,false,false,true,false,true,false,false,false,true,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true
