KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31
49,32,0.015625,0,7.257684073012302E-5,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false,true,false,true,false,false,true,true
50,32,0.0,0,0.0,true,true,false,true,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true
51,32,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,false
52,32,0.0,0,1.0916633310287107E-4,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,false,true,true,true,true,false,true
53,32,0.0,0,1.4237915569160676E-4,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true
54,32,0.015625,0,1.2595648203545676E-4,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,true,true,true,false,true
55,32,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,false
56,32,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,true
57,32,0.0,0,7.813110399249941E-5,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false,true,true,true
58,32,0.015625,0,0.0,true,false,true,true,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false
59,32,0.0,0,0.0,false,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true
60,32,0.0,0,1.0300429184549356E-4,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true,false,true
61,32,0.0,0,0.0,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,false
62,32,0.0,0,1.1879306248515087E-4,false,false,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false
63,32,0.0,0,0.0,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true
64,32,0.0,0,0.0,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,true,true,false
65,32,0.0,0,3.4884532198423216E-5,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true
66,32,0.0,0,3.124316555753429E-5,true,true,false,true,false,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true
67,32,0.0,0,0.0,false,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true
68,32,0.0,0,0.0,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false
69,32,0.0,0,0.0,false,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true
70,32,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false
71,32,0.0,0,1.1004328369158536E-4,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false
72,32,0.015625,0,6.895838361548805E-5,false,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,true,true,true,true
73,32,0.0,0,0.0,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false
74,32,0.0,0,3.484199156823804E-5,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,false,true
75,32,0.0,0,0.0,true,false,true,true,false,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true
76,32,0.0,0,1.027643613194944E-4,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true
77,32,0.015625,0,1.1027384671935306E-4,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true
78,32,0.0,0,9.454178747006176E-5,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false
79,32,0.0,0,3.918648849876562E-5,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,true
80,32,0.0,0,0.0,true,true,true,true,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true
81,32,0.0,0,0.0,false,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
82,32,0.0,0,0.0,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true
83,32,0.0,0,9.966446297465201E-5,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,false,true,true,true,false,true
84,32,0.0,0,0.0,false,false,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true
85,32,0.0,0,0.0,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false
86,32,0.015625,0,0.0,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false,true,true
87,32,0.0,0,0.0,true,true,false,false,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
88,32,0.0,0,3.840393256269442E-5,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true,true
89,32,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false
90,32,0.0,0,6.43459236857345E-5,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,false,true,false,true,true,true,true,true,false,false
91,32,0.0,0,1.723484195649926E-4,true,false,false,true,true,true,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true
92,32,0.0,0,1.4841199168892847E-4,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true
93,32,0.0,0,0.0,true,true,true,false,true,false,true,true,true,true,false,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true
94,32,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,false
95,32,0.0,0,1.2476606363069246E-4,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,false,true,false,true,false,true
96,32,0.0,0,0.0,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false
97,32,0.0,0,3.911444887741532E-5,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false
98,32,0.0,0,0.0,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false
99,32,0.015625,0,0.0,true,true,true,true,false,true,false,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true
100,32,0.0,0,0.0,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,false,false,false
101,32,0.0,0,0.0,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true
102,32,0.0,0,0.0,true,true,true,true,false,true,true,false,false,false,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false
103,32,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true
104,32,0.015625,0,0.0,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true
105,32,0.0,0,7.174373139146967E-5,false,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true
106,32,0.0,0,9.900663344444077E-5,true,true,true,true,true,false,false,true,true,true,false,false,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true
107,32,0.0,0,6.0043831997358074E-5,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false,false,true
108,32,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,false,true
109,32,0.0,0,0.0,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,false,true,false,true,true,true,false,true
110,32,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,false
111,32,0.0,0,0.0,true,false,true,false,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true
112,32,0.015625,0,0.0,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true
113,32,0.0,0,0.0,false,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false
114,32,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true
115,32,0.0,0,1.2195493765053812E-4,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,true,false,true,true
116,32,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false,false,true,true,false,true,false,true,true
117,32,0.0,0,0.0,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false
118,32,0.0,0,0.0,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,false
119,32,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,false,true
120,32,0.0,0,0.0,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,true,true,true,true
121,32,0.0,0,1.0910677916787896E-4,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
122,32,0.0,0,0.0,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,false,false
123,32,0.0,0,6.697475051905432E-5,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true
124,32,0.0,0,0.0,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true
125,32,0.015625,0,0.0,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false
126,32,0.0,0,0.0,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true
127,32,0.0,0,3.771023455765895E-5,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,false
128,32,0.0,0,0.0,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false
129,32,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false
130,32,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true
131,32,0.0,0,0.0,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,false
132,32,0.015625,0,0.0,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true
133,32,0.0,0,4.039587962027873E-5,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true
134,32,0.0,0,6.77621548365238E-5,true,true,false,true,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false
135,32,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,false,true
136,32,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,true,false,true,true,true,true,true,true,true,true,false
137,32,0.0,0,0.0,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,false,true,true,false
138,32,0.0,0,0.0,true,true,false,false,true,true,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
139,32,0.0,0,0.0,true,false,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true
140,32,0.0,0,1.1721497225912323E-4,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false
141,32,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false,true,false,false,true,false,true,true
142,32,0.0,0,3.315979706204198E-5,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,false
143,32,0.0,0,0.0,true,true,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true
144,32,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false,false,false,true,true,true,true,true
145,32,0.0,0,7.415097137772504E-5,false,true,true,false,true,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true
146,32,0.0,0,1.3829345871940258E-4,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false
147,32,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,true,true,true
148,32,0.0,0,0.0,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
149,32,0.015625,0,0.0,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true,true
150,32,0.0,0,0.0,true,true,true,true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true
151,32,0.0,0,3.391209983722192E-5,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false,false,false
152,32,0.015625,0,0.0,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true
153,32,0.0,0,0.0,false,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true
154,32,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false
155,32,0.0,0,0.0,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false
156,32,0.0,0,1.2362467548522686E-4,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true
157,32,0.0,0,6.00817111271329E-5,false,true,true,false,true,true,false,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true
158,32,0.015625,0,0.0,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true
159,32,0.0,0,3.131654766378555E-5,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,true,true,true
160,32,0.0,0,0.0,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true
161,32,0.015625,0,0.0,true,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true
162,32,0.0,0,0.0,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,false
163,32,0.0,0,3.634777551613841E-5,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true
164,32,0.0,0,3.590148632153371E-5,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,true,true
165,32,0.015625,0,0.0,true,true,false,false,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true
166,32,0.0,0,0.0,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false
167,32,0.0,0,0.0,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
168,32,0.015625,0,0.0,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false
