KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29
16,30,0.0,0,0.0,false,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true
17,30,0.015625,0,0.0,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,false,false
18,30,0.0,0,0.0,false,true,true,true,true,true,true,false,true,true,false,true,true,false,true,false,false,false,true,true,false,true,true,false,true,true,true,false,true,false
19,30,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true
20,30,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
21,30,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true
23,30,0.015625,0,0.0,true,false,true,true,true,false,true,true,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,true,false,true,false,true,true,true
24,30,0.0,0,0.0,false,false,false,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,false
25,30,0.0,0,0.0,false,false,true,false,false,true,true,true,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true
26,30,0.0,0,0.0,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,true,false,true,true,false,true
27,30,0.0,0,0.0,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
28,30,0.0,0,0.0,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,false
29,30,0.0,0,0.0,true,true,true,false,true,true,false,false,false,false,false,true,false,true,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true
30,30,0.0,0,0.0,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
31,30,0.0,0,0.0,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false
32,30,0.0,0,0.0,false,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true
33,30,0.0,0,0.0,true,true,true,false,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
34,30,0.0,0,0.0,false,true,false,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,false,false,true,false,true,true,false,true
35,30,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true
36,30,0.0,0,0.0,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,true,false
37,30,0.0,0,0.0,true,true,true,false,true,false,false,false,false,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true
38,30,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
39,30,0.0,0,0.0,false,false,true,true,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,true,false,false,false,true,false
40,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
41,30,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true
42,30,0.0,0,0.0,true,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,true,false,false
43,30,0.0,0,0.0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,false,false,false,true,false
44,30,0.015625,0,0.0,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true
45,30,0.0,0,0.0,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true
46,30,0.0,0,0.0,true,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,false
47,30,0.0,0,0.0,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
48,30,0.0,0,0.0,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true
49,30,0.0,0,0.0,false,false,true,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
50,30,0.0,0,0.0,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
51,30,0.015625,0,0.0,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
52,30,0.0,0,0.0,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false
53,30,0.0,0,0.0,false,false,true,false,true,true,false,true,false,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true
54,30,0.0,0,0.0,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true
55,30,0.0,0,0.0,true,true,false,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,true,false,true,true
56,30,0.0,0,0.0,true,false,false,true,true,false,true,true,true,false,true,false,true,true,false,true,true,false,false,false,true,false,true,false,false,true,true,false,false,true
57,30,0.015625,0,0.0,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true
58,30,0.0,0,0.0,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true
59,30,0.0,0,0.0,true,true,false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,false,true,false,true,false,true,true,true
60,30,0.0,0,0.0,true,false,false,true,false,false,false,true,false,true,false,true,true,true,true,false,false,true,false,true,true,false,false,true,false,true,true,true,true,false
61,30,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
62,30,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
63,30,0.015625,0,0.0,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,true,false,true,true,true,true,false,false,false,false,true
64,30,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
65,30,0.0,0,0.0,false,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,true,false,true,false,true
66,30,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
67,30,0.0,0,0.0,true,true,false,false,false,true,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true
68,30,0.0,0,0.0,false,true,false,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,false,false,false,true,false,false,true,true,false,false,false,true
69,30,0.0,0,0.0,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true
70,30,0.0,0,0.0,true,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,true,true,false,true,false,false,true,true,true,false,true
71,30,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
72,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
73,30,0.0,0,0.0,false,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false
74,30,0.0,0,0.0,false,false,true,true,true,false,true,false,true,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true
75,30,0.0,0,0.0,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,false,true,true,true,false,true,false,false,true,false,false
76,30,0.0,0,0.0,false,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false
77,30,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,false,true,true,true,false,false,true,false,false,false,true,true,true,true,true,true,false,true,true,true
78,30,0.0,0,0.0,true,true,false,false,true,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false
79,30,0.0,0,0.0,false,true,false,true,false,false,false,false,true,false,false,true,true,true,false,true,true,true,false,true,false,false,true,true,true,false,true,true,false,false
80,30,0.0,0,0.0,true,true,true,false,true,true,false,true,false,true,true,true,true,false,false,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false
81,30,0.0,0,0.0,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,true,true
82,30,0.0,0,0.0,true,true,true,false,true,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false
83,30,0.015625,0,0.0,true,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,false,true,true
84,30,0.0,0,0.0,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,false,false,true,true,true,true,true,true,false,true,true,false,false
85,30,0.0,0,0.0,true,false,true,false,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,false,false,true,false,true,true
86,30,0.0,0,0.0,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true
87,30,0.0,0,0.0,false,false,false,true,false,true,false,true,true,false,false,true,true,false,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,true
88,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
89,30,0.015625,0,0.0,true,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,false,false,false
90,30,0.0,0,0.0,true,false,false,true,true,true,false,false,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,true,true,false,true,false,true,false
91,30,0.0,0,0.0,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
92,30,0.0,0,0.0,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false
93,30,0.0,0,0.0,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,false,false
94,30,0.0,0,0.0,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true,true,false
95,30,0.0,0,0.0,true,true,true,false,true,false,true,true,true,true,false,true,true,false,false,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true
96,30,0.015625,0,0.0,false,true,true,true,false,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,true,true,true,true,true,true
97,30,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
98,30,0.0,0,0.0,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false
99,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true
100,30,0.0,0,0.0,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
101,30,0.0,0,0.0,false,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false
102,30,0.0,0,0.0,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,true,false,false,true
103,30,0.0,0,0.0,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,false,false,true
104,30,0.0,0,0.0,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true
105,30,0.0,0,0.0,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false
106,30,0.0,0,0.0,false,true,true,true,true,false,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
107,30,0.0,0,0.0,true,false,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,false,false
108,30,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true
109,30,0.015625,0,0.0,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,true,true,true,false,true,true,true
110,30,0.0,0,0.0,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
111,30,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
112,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true
113,30,0.0,0,0.0,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false
114,30,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
115,30,0.015625,0,0.0,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true
116,30,0.0,0,0.0,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,true
117,30,0.0,0,0.0,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true
118,30,0.0,0,0.0,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,false,true,true
119,30,0.0,0,0.0,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,false,true,true
120,30,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true
121,30,0.0,0,0.0,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false
122,30,0.015625,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
123,30,0.0,0,0.0,false,false,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false
124,30,0.0,0,0.0,true,true,true,false,true,false,false,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false
125,30,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false
126,30,0.0,0,0.0,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,true,true,true,true
127,30,0.0,0,0.0,true,true,true,true,true,true,false,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,false
128,30,0.0,0,0.0,true,true,true,true,false,true,false,true,false,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true
129,30,0.015625,0,0.0,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
130,30,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false
131,30,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
132,30,0.0,0,0.0,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,true
133,30,0.0,0,0.0,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,true
134,30,0.0,0,0.0,false,false,true,true,true,false,false,true,true,true,false,false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,false,true,true,false
135,30,0.0,0,0.0,false,true,true,true,false,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,false,true,false
136,30,0.015625,0,0.0,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,false,true,true,false,true
137,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,false
138,30,0.0,0,0.0,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
139,30,0.0,0,0.0,false,false,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false
140,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
141,30,0.0,0,0.0,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false
142,30,0.015625,0,0.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true
143,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
144,30,0.0,0,0.0,true,false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true
145,30,0.0,0,0.0,true,false,false,true,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true
146,30,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,true
147,30,0.0,0,0.0,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,true,false,true,false,false,true,false,false,false,false,false,false,false
148,30,0.0,0,0.0,false,true,true,true,false,true,true,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,true
149,30,0.0,0,0.0,true,true,false,true,false,true,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,false,true,true,true,false,true,true
150,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true
151,30,0.0,0,0.0,true,true,true,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,true
152,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
153,30,0.0,0,0.0,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,true
154,30,0.0,0,0.0,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
155,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
156,30,0.0,0,0.0,true,true,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,false,true,true,true,false,false
157,30,0.0,0,0.0,true,true,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true
158,30,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true
159,30,0.0,0,0.0,false,true,true,false,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false
160,30,0.0,0,0.0,true,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,true,false,true
161,30,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true
162,30,0.015625,0,0.0,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
163,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
164,30,0.0,0,0.0,false,true,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,false,true,true,false
165,30,0.0,0,0.0,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false
166,30,0.015625,0,0.0,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,false,false
167,30,0.0,0,0.0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
168,30,0.0,0,0.0,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,false,false,false
169,30,0.0,0,0.0,false,false,true,true,false,true,false,true,true,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true
170,30,0.0,0,0.0,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,true,false,true,true,false,true,true,false,true,true,false,false,true
171,30,0.0,0,0.0,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false
172,30,0.015625,0,0.0,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,true,true,true,false,false,true
173,30,0.0,0,1.7960845357121476E-4,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,false,false,true,true,false,false,false,true
174,30,0.0,0,0.0,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false
175,30,0.0,0,0.0,false,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,true,true,false
176,30,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
177,30,0.0,0,0.0,true,true,false,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false
178,30,0.0,0,0.0,true,false,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true
179,30,0.0,0,0.0,true,true,true,false,false,false,true,false,false,true,true,false,true,true,true,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true
180,30,0.0,0,0.0,true,false,true,true,true,false,false,true,false,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false
181,30,0.0,0,0.0,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,false,true,true,false,true
182,30,0.0,0,0.0,true,false,true,true,true,true,true,false,false,false,true,true,false,true,false,false,true,false,true,true,false,true,false,true,false,true,true,true,true,false
183,30,0.0,0,0.0,true,true,true,false,true,true,false,false,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,true,true,false
