KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14
101,15,0.0,233,true,true,true,true,true,false,true,true,false,true,true,false,false,true,true
102,15,0.0,15,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
103,15,0.0,121,false,false,true,true,false,false,false,true,false,true,true,false,true,false,true
104,15,0.0,27,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true
105,15,0.0,40,false,true,true,true,false,true,false,true,false,true,false,true,true,true,true
106,15,0.0,59,false,true,true,false,true,true,false,true,false,false,false,false,false,true,false
107,15,0.0,10,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
108,15,0.0,15,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
109,15,0.0,79,false,false,true,false,true,true,false,true,false,false,false,false,false,true,true
110,15,0.0,34,true,true,true,true,false,true,false,false,true,false,false,false,false,true,true
111,15,0.0,45,true,true,false,false,true,true,true,true,false,true,true,true,true,true,true
112,15,0.0,22,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true
113,15,0.0,68,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false
114,15,0.0,15,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
115,15,0.0,15,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
116,15,0.0,179,false,false,true,true,true,true,true,false,true,false,true,true,false,true,true
117,15,0.0,38,true,true,true,true,false,true,true,true,false,false,true,false,false,false,false
118,15,0.0,16,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true
119,15,0.0,47,false,false,true,false,false,false,false,false,false,true,false,true,true,true,true
120,15,0.0,66,false,true,false,true,true,true,true,true,true,true,false,true,true,false,true
121,15,0.0,24,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true
122,15,0.0,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
123,15,0.0,16,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false
124,15,0.0,13,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true
125,15,0.0,20,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true
126,15,0.0,243,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false
127,15,0.0,15,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
128,15,0.0,45,true,true,true,true,true,true,false,true,false,true,true,false,true,false,false
129,15,0.0,68,true,true,false,false,true,false,true,true,true,false,false,false,false,true,true
130,15,0.0,59,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false
131,15,0.0,43,true,false,false,true,true,false,false,true,false,false,false,false,true,false,false
132,15,0.0,223,true,true,true,true,true,true,false,false,false,true,false,false,false,false,true
133,15,0.0,161,true,true,true,false,true,true,true,true,false,false,false,true,false,true,true
134,15,0.0,5,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false
135,15,0.0,53,true,true,true,true,false,true,false,false,true,false,true,true,true,true,true
136,15,0.0,15,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true
137,15,0.0,11,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false
138,15,0.0,19,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true
139,15,0.0,93,true,true,false,true,true,false,false,true,true,false,false,true,false,true,false
140,15,0.0,13,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true
141,15,0.0,33,false,false,false,false,false,true,true,true,false,false,true,true,true,false,false
142,15,0.0,68,true,true,false,true,true,true,true,false,true,false,false,true,true,true,false
143,15,0.0,15,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true
144,15,0.0,85,false,true,false,false,false,true,true,true,true,true,false,false,true,true,true
145,15,0.0,162,true,true,true,false,true,true,true,false,false,false,true,false,true,false,true
146,15,0.0,83,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true
147,15,0.0,78,false,true,true,true,true,false,true,false,false,false,true,true,true,true,true
148,15,0.0,13,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false
149,15,0.0,58,false,false,false,true,false,true,true,true,true,false,false,false,true,true,false
150,15,0.0,17,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false
151,15,0.0,3,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
152,15,0.0,62,false,true,false,false,false,true,false,true,true,true,false,false,true,true,false
153,15,0.0,208,false,true,true,true,true,true,true,false,true,false,false,false,false,false,false
154,15,0.0,142,true,false,false,true,true,true,false,true,false,false,false,false,true,true,true
155,15,0.0,9,true,false,false,false,true,true,false,false,false,false,false,true,false,false,true
156,15,0.0,19,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true
157,15,0.0,14,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true
158,15,0.0,93,false,true,false,false,true,false,false,true,false,true,false,true,false,true,true
159,15,0.0,92,false,true,false,true,false,false,false,false,false,true,true,false,true,true,false
160,15,0.0,22,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true
161,15,0.0,131,true,true,false,true,true,false,false,false,false,true,true,true,false,false,true
162,15,0.0,172,true,false,false,true,false,false,false,true,true,true,false,false,false,false,true
163,15,0.0,73,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true
164,15,0.0,287,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true
165,15,0.0,22,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true
166,15,0.0,37,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false
167,15,0.0,38,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false
168,15,0.0,5,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
169,15,0.0,24,true,true,true,false,true,false,true,false,true,true,true,true,true,false,true
170,15,0.0,155,false,false,false,true,true,true,true,true,true,true,false,false,false,true,true
171,15,0.0,22,true,false,false,false,false,true,true,false,true,false,false,false,true,false,false
172,15,0.0,15,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
173,15,0.0,21,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true
174,15,0.0,23,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true
175,15,0.0,64,true,true,true,true,true,true,true,false,false,true,true,true,false,true,false
176,15,0.0,97,true,true,true,true,false,true,true,true,true,false,true,true,false,true,false
177,15,0.0,59,false,true,false,true,true,true,false,false,true,false,false,false,true,false,false
178,15,0.0,18,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true
179,15,0.0,100,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false
180,15,0.0,49,true,true,false,false,true,true,false,true,true,false,true,true,true,true,true
181,15,0.0,180,false,false,false,true,true,true,true,false,false,true,false,false,false,false,true
182,15,0.0,64,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true
183,15,0.0,48,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false
184,15,0.0,143,true,true,true,true,false,true,false,false,true,true,true,false,true,true,true
185,15,0.0,102,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true
186,15,0.0,23,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true
187,15,0.0,181,true,true,false,true,false,false,false,true,true,false,false,true,true,false,false
188,15,0.0,14,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true
189,15,0.0,15,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
190,15,0.0,15,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
191,15,0.0,81,true,true,true,true,true,false,false,false,true,false,false,true,true,false,true
192,15,0.0,192,false,false,false,true,true,false,false,false,true,false,true,true,true,false,true
193,15,0.0,33,true,true,false,true,false,true,false,true,true,true,false,true,true,true,true
194,15,0.0,15,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
195,15,0.0,37,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true
196,15,0.0,35,false,true,false,true,false,false,true,true,true,true,false,true,true,false,true
197,15,0.0,56,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false
198,15,0.0,26,false,true,false,true,false,true,false,false,false,false,true,false,true,false,false
199,15,0.0,30,true,true,false,false,true,true,true,true,false,true,true,true,false,true,true
200,15,0.0,15,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
201,15,0.0,83,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false
202,15,0.0,124,true,true,false,true,false,true,false,false,true,false,true,true,false,false,false
203,15,0.0,15,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
204,15,0.0,17,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true
205,15,0.0,25,true,true,true,true,false,true,true,false,false,false,true,true,false,true,true
206,15,0.0,85,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true
207,15,0.0,45,true,true,true,true,true,true,false,false,false,true,false,false,false,false,true
208,15,0.0,39,true,true,true,true,false,true,true,false,true,true,false,false,true,false,false
209,15,0.0,123,true,true,false,true,true,true,true,false,false,true,false,true,false,false,false
210,15,0.0,10,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false
211,15,0.0,261,false,true,true,true,false,false,true,false,true,true,false,false,false,true,false
212,15,0.0,93,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true
213,15,0.0,164,true,false,true,true,false,true,false,false,true,false,true,true,false,false,false
214,15,0.0,28,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true
215,15,0.0,98,true,true,true,false,false,true,true,true,true,false,false,true,true,false,true
216,15,0.0,40,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true
217,15,0.0,63,true,false,false,true,true,false,false,false,false,true,false,false,true,false,true
218,15,0.0,55,true,false,false,true,false,true,false,false,false,true,false,true,false,true,false
219,15,0.0,46,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true
220,15,0.0,47,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
221,15,0.0,15,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
222,15,0.0,18,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false
223,15,0.0,127,true,false,true,false,false,true,true,true,false,true,false,true,true,true,false
224,15,0.0,10,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false
225,15,0.0,21,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true
226,15,0.0,14,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true
227,15,0.0,14,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true
228,15,0.0,67,true,false,false,true,false,true,false,false,false,true,true,true,true,false,true
229,15,0.0,15,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true
230,15,0.0,5,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
231,15,0.0,56,false,false,false,false,true,true,true,true,false,false,false,true,true,true,true
232,15,0.0,57,false,true,true,false,false,false,true,true,false,true,true,true,true,true,true
233,15,0.0,22,true,false,true,true,true,true,false,true,true,false,true,true,false,true,true
234,15,0.0,19,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true
235,15,0.0,139,true,true,false,false,true,false,false,false,false,true,true,false,true,true,true
236,15,0.0,16,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
237,15,0.0,2,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
238,15,0.0,16,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true
239,15,0.0,2,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
240,15,0.0,90,true,true,false,true,false,true,false,true,true,true,true,false,false,true,false
241,15,0.0,16,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false
242,15,0.0,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
243,15,0.0,135,true,true,true,true,false,false,true,false,false,false,true,true,true,false,true
244,15,0.0,83,false,false,true,false,true,false,true,false,false,true,true,true,true,true,false
245,15,0.0,15,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
246,15,0.0,78,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true
247,15,0.0,109,true,false,true,true,true,false,false,false,true,true,false,false,true,true,false
248,15,0.0,15,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
249,15,0.0,22,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true
250,15,0.0,14,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true
251,15,0.0,15,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
252,15,0.0,234,false,true,false,true,true,false,true,true,false,true,false,false,true,true,false
253,15,0.0,14,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true
254,15,0.0,169,false,true,true,true,false,false,true,false,false,true,true,false,false,true,false
255,15,0.0,274,true,false,true,true,true,false,true,true,false,true,false,true,true,false,true
256,15,0.0,17,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true
257,15,0.0,101,false,true,true,true,true,false,true,true,true,true,true,false,true,true,false
258,15,0.0,15,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
259,15,0.0,131,false,false,false,true,false,true,true,true,false,false,true,true,false,false,true
260,15,0.0,89,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true
261,15,0.0,22,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true
262,15,0.0,6,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
263,15,0.0,291,false,true,true,true,true,true,true,true,false,false,true,true,false,false,true
264,15,0.0,98,true,true,false,false,true,false,false,false,true,true,false,false,false,false,false
265,15,0.0,129,true,false,false,true,false,true,true,true,false,true,false,true,false,true,false
266,15,0.0,15,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
267,15,0.0,103,true,false,false,true,false,false,true,false,true,false,true,false,false,false,true
268,15,0.0,99,true,false,true,false,false,true,false,false,false,false,true,false,false,false,true
269,15,0.0,63,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true
270,15,0.0,15,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
271,15,0.0,14,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true
272,15,0.0,16,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
273,15,0.0,14,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true
274,15,0.0,18,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false
275,15,0.0,51,true,true,false,true,true,true,true,false,true,false,false,false,false,true,false
276,15,0.0,15,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
277,15,0.0,14,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true
278,15,0.0,13,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
279,15,0.0,80,true,true,false,false,false,false,false,false,true,true,true,true,false,false,true
280,15,0.0,15,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true
281,15,0.0,15,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
282,15,0.0,142,true,true,false,true,false,true,true,false,true,false,true,true,true,true,false
283,15,0.0,183,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true
284,15,0.0,52,true,true,true,true,true,false,true,true,false,true,false,true,true,false,false
285,15,0.0,50,false,false,false,true,true,false,false,false,false,false,true,false,true,true,false
286,15,0.0,15,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
287,15,0.0,83,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true
288,15,0.0,15,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true
289,15,0.0,13,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true
290,15,0.0,41,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true
291,15,0.0,6,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false
292,15,0.0,16,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true
293,15,0.0,52,true,true,false,true,true,false,true,true,true,true,true,false,true,true,true
294,15,0.0,40,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false
295,15,0.0,15,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
296,15,0.0,84,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true
297,15,0.0,48,true,true,false,true,true,false,false,false,true,true,false,true,false,false,true
298,15,0.0,15,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
299,15,0.0,15,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
300,15,0.0,134,true,false,true,false,true,true,false,true,false,false,false,false,false,true,false
301,15,0.0,62,true,true,false,true,false,false,false,false,false,false,false,true,false,true,false
302,15,0.0,11,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false
303,15,0.0,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
304,15,0.0,164,true,true,true,true,true,true,true,false,true,false,false,false,true,false,true
305,15,0.0,15,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
306,15,0.0,21,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
307,15,0.0,11,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true
308,15,0.0,17,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
309,15,0.0,72,true,false,true,true,true,false,false,false,true,false,true,true,false,true,true
310,15,0.0,168,false,false,false,false,false,false,true,true,true,true,false,true,false,false,true
311,15,0.0,76,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false
312,15,0.0,54,false,true,true,true,true,true,false,false,true,false,false,true,false,true,true
313,15,0.0,56,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true
314,15,0.0,18,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false
315,15,0.0,361,false,true,false,false,false,true,false,true,true,true,false,true,true,false,true
316,15,0.0,8,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false
317,15,0.0,62,false,true,false,false,true,true,true,false,true,true,false,false,false,true,true
318,15,0.0,64,false,true,true,true,true,false,false,true,true,true,false,true,true,true,true
319,15,0.0,91,false,false,false,false,false,false,false,false,true,false,true,true,true,false,true
320,15,0.0,208,true,true,false,true,false,true,true,false,true,false,false,false,true,false,false
321,15,0.0,16,false,false,true,true,true,true,true,true,true,false,false,true,false,true,true
322,15,0.0,15,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
323,15,0.0,93,true,false,true,false,true,true,false,true,false,true,true,false,false,true,true
324,15,0.0,63,true,true,true,true,false,true,true,false,false,false,true,false,true,true,false
325,15,0.0,144,true,false,false,true,false,false,false,true,true,true,true,false,true,true,false
326,15,0.0,124,true,true,false,true,true,false,true,false,true,true,true,true,false,false,true
327,15,0.0,304,true,true,false,true,false,false,true,true,true,false,false,false,true,true,true
328,15,0.0,15,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
329,15,0.0,97,true,false,true,true,true,true,true,false,false,true,false,true,false,false,false
330,15,0.0,34,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
331,15,0.0,161,true,false,false,false,true,true,true,true,true,false,true,true,true,false,false
332,15,0.0,77,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true
333,15,0.0,14,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true
334,15,0.0,191,false,true,true,true,true,false,false,true,false,false,true,false,false,true,false
335,15,0.0,15,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false
336,15,0.0,152,false,true,true,true,true,true,false,false,false,true,true,false,false,true,true
337,15,0.0,61,true,false,false,true,true,true,true,true,false,true,true,true,true,false,true
338,15,0.0,14,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true
339,15,0.0,148,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false
340,15,0.0,170,false,false,false,true,true,true,false,true,false,false,false,true,false,false,false
341,15,0.0,20,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false
342,15,0.0,14,true,true,true,true,false,false,false,true,true,false,false,true,true,true,true
343,15,0.0,19,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
344,15,0.0,106,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true
