KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19
58,20,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,true
59,20,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true
60,20,0.0,0,2.1570319240724764E-4,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,true,true,false
61,20,0.0,0,0.0,true,true,false,true,true,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true
62,20,0.0,0,8.907052289636383E-4,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,true,false,true,false,true
63,20,0.0,0,0.0,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,true,true,true,true,false
64,20,0.0,0,6.129328838492186E-5,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true
65,20,0.0,0,4.162980694177031E-4,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,false,true,false,true
66,20,0.0,0,6.391632771644393E-4,false,false,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false
67,20,0.0,0,0.0,true,true,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true,true,true,true
68,20,0.0,0,0.0010791162605781792,false,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,false,true
69,20,0.0,0,0.0,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false
70,20,0.0,0,0.0,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true
71,20,0.0,0,2.2857142857142857E-4,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false
72,20,0.0,0,6.236746912810279E-5,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,false,true,true
73,20,0.0,0,7.501473503723946E-4,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true
74,20,0.0,0,0.0,false,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true
75,20,0.0,0,0.0,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,false,true
76,20,0.0,0,7.839783336896872E-4,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true
77,20,0.0,0,2.0239842129231392E-4,true,false,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true
78,20,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true
79,20,0.0,0,4.274026132616925E-4,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,false,true,false,true
80,20,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true
81,20,0.0,0,0.0,true,false,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true
82,20,0.0,0,0.0,false,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true
83,20,0.0,0,6.873215607486518E-4,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,false
84,20,0.0,0,1.834750168185432E-4,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,true,false
85,20,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true
86,20,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,true,true,true
87,20,0.0,0,0.0,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false,true,true,true,true
88,20,0.0,0,0.0,true,true,false,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true
89,20,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true,true,false,true
90,20,0.0,0,0.0,false,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true
91,20,0.0,0,7.191060958070583E-4,false,true,true,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true
92,20,0.0,0,8.222416362608562E-4,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true
93,20,0.0,0,0.0,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true
94,20,0.0,0,4.0923706518561825E-4,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true
95,20,0.0,0,0.0,true,false,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false
96,20,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,false,false,true,true,true
97,20,0.0,0,8.545884827767552E-4,false,true,true,false,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true
98,20,0.015625,0,5.187529179851637E-5,true,true,false,false,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true
99,20,0.0,0,1.6540773005458456E-4,true,true,true,true,false,false,true,true,true,true,true,true,true,false,false,true,true,false,true,true
100,20,0.0,0,0.0,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
101,20,0.0,0,0.0,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true,true,false,false
102,20,0.0,0,3.401746229731262E-4,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,true,false,true
103,20,0.0,0,3.7313432835820896E-4,true,true,false,true,true,true,true,false,true,false,false,false,true,true,true,true,true,true,true,false
104,20,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,false,true,true,true,true
105,20,0.0,0,0.0,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,false
106,20,0.0,0,0.0,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,true,true
107,20,0.0,0,0.0,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true
108,20,0.0,0,0.0,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,false,true
109,20,0.0,0,0.0,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true
110,20,0.0,0,0.0,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false
111,20,0.0,0,0.0011977557838996407,true,false,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true
112,20,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,false
113,20,0.0,0,0.0,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true
114,20,0.0,0,0.0,true,true,true,false,true,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true
115,20,0.0,0,0.0,false,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true
116,20,0.0,0,0.0,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true
117,20,0.0,0,0.0,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true
118,20,0.0,0,0.0,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true
119,20,0.0,0,7.368779049994332E-4,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false
120,20,0.0,0,0.0,true,false,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true
121,20,0.0,0,0.0,false,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true
122,20,0.0,0,0.0,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true,true,true,false,true
123,20,0.0,0,1.050420168067227E-4,true,true,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,true,true,true
124,20,0.0,0,6.51735987676265E-4,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false
125,20,0.0,0,0.0,true,true,true,false,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,false
126,20,0.0,0,2.6223317774164785E-4,true,false,false,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true
127,20,0.0,0,3.5430839002267573E-4,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true
128,20,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true
129,20,0.0,0,0.0,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,true
130,20,0.015625,0,1.7024174327545113E-4,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true
131,20,0.0,0,0.0,false,false,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true
132,20,0.0,0,0.0,true,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true
133,20,0.0,0,1.562825588664305E-4,true,true,false,true,true,true,true,false,false,true,true,true,false,true,true,true,false,true,true,false
134,20,0.0,0,1.7927572606669058E-4,true,false,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,true,true
135,20,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true
136,20,0.0,0,0.0,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,false,false,true
137,20,0.0,0,0.0,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,false
138,20,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false
139,20,0.0,0,0.0,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,false,true,true
140,20,0.0,0,0.0,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false
141,20,0.0,0,0.0,true,true,true,true,true,true,false,false,false,true,true,true,false,true,true,true,true,true,true,false
142,20,0.0,0,1.5735641227380016E-4,true,true,true,true,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true
143,20,0.0,0,9.788679679852595E-4,true,true,false,false,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true
144,20,0.0,0,2.4351637647631802E-4,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false
145,20,0.0,0,2.808199943836001E-4,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false
146,20,0.0,0,1.6538949225425878E-4,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true
147,20,0.0,0,0.0,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true
148,20,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,false,true
149,20,0.0,0,3.7896731406916154E-4,false,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false
150,20,0.0,0,5.4597073596855206E-5,true,true,true,false,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,false
151,20,0.0,0,0.0,false,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true
152,20,0.0,0,6.360219716681121E-4,true,true,true,true,true,false,false,false,true,true,false,true,true,false,true,true,true,true,true,true
153,20,0.0,0,0.0,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true
154,20,0.0,0,5.127876418178322E-4,true,false,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true
155,20,0.0,0,5.548158011540169E-4,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true
156,20,0.0,0,2.3150827642088204E-4,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false
157,20,0.0,0,5.85308750365818E-5,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true
158,20,0.0,0,0.0011171870406303287,false,true,true,true,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,true
159,20,0.0,0,0.0,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,false
160,20,0.0,0,9.345794392523364E-5,true,true,false,true,true,false,true,false,false,true,true,false,true,true,true,true,true,true,true,true
161,20,0.0,0,0.0,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true
162,20,0.0,0,0.0,true,true,true,false,true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true
163,20,0.0,0,0.0,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,false,true,true,false
164,20,0.0,0,3.6037891268533774E-4,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true,true,false,false,true,true
165,20,0.0,0,0.0,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true
166,20,0.0,0,1.479727730097662E-4,false,true,true,true,true,true,true,false,true,true,false,false,false,true,true,true,false,true,true,true
167,20,0.0,0,0.0,true,false,true,true,true,false,true,false,true,true,true,true,true,false,false,true,true,true,true,true
168,20,0.0,0,0.0,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true
169,20,0.0,0,1.9865905140302955E-4,true,true,false,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true
170,20,0.0,0,2.509410288582183E-4,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false
171,20,0.015625,0,1.5143102316894655E-4,true,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true
172,20,0.0,0,5.042581801882564E-4,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,true
173,20,0.0,0,7.537688442211055E-4,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,false,true,true
174,20,0.0,0,0.0,false,true,false,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true
175,20,0.0,0,0.0,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false,true,true,false,true
176,20,0.0,0,6.437906392841049E-5,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true
177,20,0.0,0,1.9151584793641673E-4,false,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,false
178,20,0.0,0,0.0,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true
179,20,0.0,0,0.0,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true
180,20,0.0,0,1.4939495045067477E-4,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,true,true
181,20,0.0,0,5.161290322580645E-4,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,true
182,20,0.0,0,0.0,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false,true,true
183,20,0.0,0,1.0969121921790161E-4,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,true,true,true,false
184,20,0.015625,0,1.0795638562020944E-4,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true
185,20,0.0,0,0.0,true,true,true,true,true,false,true,true,false,true,true,true,false,true,false,true,true,true,true,true
186,20,0.0,0,3.2815576460293154E-4,false,false,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true
187,20,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,false,false,true
188,20,0.0,0,0.0,true,true,true,false,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false
189,20,0.0,0,4.362050163576881E-4,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true
190,20,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false
191,20,0.015625,0,2.3234200743494423E-4,true,true,true,true,true,false,false,true,true,true,false,false,true,true,true,true,true,false,true,true
192,20,0.0,0,4.211905653313366E-4,true,true,true,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,true
193,20,0.0,0,0.0,false,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false
194,20,0.0,0,0.0,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true
195,20,0.0,0,0.0,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true
196,20,0.0,0,0.0,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true
197,20,0.015625,0,6.129704548240775E-5,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true
198,20,0.0,0,0.0,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true
199,20,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true
200,20,0.0,0,2.4984384759525296E-4,true,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,false,true,true,true
201,20,0.0,0,0.0,false,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true
202,20,0.0,0,1.9198771278638167E-4,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false
203,20,0.0,0,0.0,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true
204,20,0.015625,0,0.0,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,true,true,true,false
205,20,0.0,0,7.087558608657726E-4,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true
206,20,0.0,0,0.0,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,false,true,true
207,20,0.0,0,0.0,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
208,20,0.0,0,0.0,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false
209,20,0.0,0,0.0,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true
210,20,0.0,0,0.0,false,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,true,true,true,true
211,20,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,false,true,false,false,true,true,true,true,true,true
212,20,0.0,0,0.0,true,true,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,false
213,20,0.0,0,5.934365913002195E-4,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false
214,20,0.0,0,0.0,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false
215,20,0.0,0,2.602946535478161E-4,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,true
216,20,0.0,0,0.0,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true
217,20,0.0,0,0.0,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false
218,20,0.0,0,0.0,true,true,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,false,true
219,20,0.0,0,2.8156323910350265E-4,true,false,true,false,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true
220,20,0.0,0,0.0,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,true,true,true
221,20,0.0,0,0.0,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true
222,20,0.0,0,1.0104582428131157E-4,false,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,false,true
223,20,0.0,0,0.0,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false
224,20,0.0,0,0.0,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true
225,20,0.0,0,3.1261397384463086E-4,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true
226,20,0.0,0,0.0,false,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true
227,20,0.0,0,0.0,true,true,true,true,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true
228,20,0.0,0,0.0,true,true,true,true,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,false
229,20,0.0,0,4.4793947839936294E-4,true,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true
230,20,0.0,0,2.916472235184321E-4,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,false,true,true,false
231,20,0.0,0,0.0,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true
232,20,0.0,0,0.0,true,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,true,true,true
233,20,0.0,0,0.0,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,false
234,20,0.0,0,0.0,true,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,false,true
235,20,0.0,0,0.0,true,true,true,true,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,false
236,20,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true
237,20,0.0,0,1.666944490748458E-4,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true
238,20,0.0,0,0.0,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true
239,20,0.0,0,6.978367062107466E-4,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,false
240,20,0.0,0,5.1432392120557526E-5,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,false,true,false,true
