KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26
60,27,0.0,2231,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,true,false,true,false
61,27,0.015625,37251,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,true,true
62,27,0.0,308,true,false,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true
63,27,0.0,26,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
64,27,0.0,27,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
65,27,0.0,317,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,true,true,true,false,true
66,27,0.015625,146,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,true,true,true,true,false,true,true,true,true
67,27,0.0,455,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true
68,27,0.0,9148,false,false,false,true,false,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,true,false,true,true,false,true,true
69,27,0.0,509,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true
70,27,0.0,368,true,false,false,false,false,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,false,true
71,27,0.0,4433,false,false,true,true,true,false,true,false,false,true,true,true,false,false,false,true,false,true,false,true,false,false,true,false,true,true,true
72,27,0.0,94,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true
73,27,0.0,44,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
74,27,0.015625,19179,true,true,true,false,false,false,false,true,true,true,false,false,false,false,false,true,true,true,true,false,false,true,false,true,true,true,true
75,27,0.0,19840,false,true,false,true,false,false,false,true,true,false,false,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true
76,27,0.0,2950,false,false,true,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,true,true,false,false,true
77,27,0.0,46,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
78,27,0.0,6180,false,true,false,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,false,false,false,true,true,true,true,false
79,27,0.015625,37,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true
80,27,0.0,135,true,true,true,false,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
81,27,0.0,3228,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,false,false,false,true
82,27,0.0,166,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
83,27,0.0,27,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
84,27,0.0,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
85,27,0.0,999,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false
86,27,0.0,27,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
87,27,0.0,9,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
88,27,0.0,3517,true,true,false,false,true,true,true,true,false,false,false,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,true
89,27,0.0,29,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
90,27,0.0,8334,true,true,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,false,true,true,false
91,27,0.0,347,false,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false
92,27,0.0,41,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true
93,27,0.0,93,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,false,false,true
94,27,0.0,29,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true
95,27,0.0,11470,true,true,false,true,false,true,true,false,false,true,true,false,false,false,true,false,true,true,false,false,true,true,false,true,false,true,false
96,27,0.0,46,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
97,27,0.0,130,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,false
98,27,0.0,3451,false,false,true,false,true,true,false,false,true,true,false,false,false,true,true,false,false,true,true,true,false,true,true,true,false,true,true
99,27,0.0,1742,true,false,false,false,true,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
100,27,0.0,883,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true
101,27,0.0,273,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
102,27,0.0,13075,false,true,false,false,false,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,false,true,true,false,false,false
103,27,0.0,254,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
104,27,0.0,3322,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true
105,27,0.0,143,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
106,27,0.0,135,true,true,false,false,true,true,false,false,false,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true
107,27,0.0,12390,true,true,true,false,true,true,false,false,false,true,false,false,true,true,true,false,false,true,true,true,false,false,true,true,true,true,false
108,27,0.0,2735,false,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true
109,27,0.0,193,true,false,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true
110,27,0.0,321,false,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,true,false,true,true,false,true,false,false,true,false,true
111,27,0.0,7895,true,false,true,false,true,false,false,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false,true
112,27,0.0,998,true,true,true,true,true,false,true,false,true,false,false,true,false,true,false,false,true,true,true,true,true,true,true,false,true,true,true
113,27,0.0,271,true,false,true,true,false,true,true,true,false,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true
114,27,0.015625,12871,false,false,false,false,false,true,true,false,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,true
115,27,0.0,22,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
116,27,0.0,4335,false,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true,false,true,true,false,false,false,true,false,true,true,true
117,27,0.0,48,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true
118,27,0.0,929,true,false,false,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true,true,true,false,true,false
119,27,0.0,27,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
120,27,0.0,37842,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true
121,27,0.0,250,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false
122,27,0.0,21,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true
123,27,0.0,1071,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false
124,27,0.0,49,true,false,true,false,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
125,27,0.0,7988,true,false,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false,true
126,27,0.0,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false
127,27,0.0,34,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true
128,27,0.0,59,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
129,27,0.0,26,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true
130,27,0.0,8814,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,true
131,27,0.0,2303,false,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false
132,27,0.0,2483,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false
133,27,0.0,1090,false,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true,true,true,false,false
134,27,0.0,461,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true
135,27,0.0,192,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true
136,27,0.0,510,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,false,false,true,false,false,true,false,true
137,27,0.0,9889,false,true,true,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,false,false,false,true,true
138,27,0.0,35,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true
139,27,0.0,92,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false
140,27,0.015625,14751,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,false,false,false,false,false,true
141,27,0.0,718,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,true,true,false
142,27,0.0,6762,false,true,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,false,false,true,false
143,27,0.0,37,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true
144,27,0.0,5605,false,false,true,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false
145,27,0.0,1984,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,true
146,27,0.0,5537,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,false,true,false,true,false,true,false,false,true
147,27,0.0,1569,false,true,true,false,false,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
148,27,0.0,10422,true,true,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,true
149,27,0.0,107,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true
150,27,0.0,247,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false
151,27,0.0,6,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
152,27,0.0,11392,true,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true
153,27,0.0,11243,true,false,true,true,true,true,false,true,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,true,false,true,true
154,27,0.0,31,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
155,27,0.0,897,true,true,false,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,false,false,true,false
156,27,0.0,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
157,27,0.0,2709,true,false,false,false,true,true,false,true,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false
158,27,0.0,437,false,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false
159,27,0.0,530,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true
160,27,0.0,26,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
161,27,0.0,38,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true
162,27,0.0,24,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true
163,27,0.0,904,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,false,true,false,false,false
164,27,0.0,218,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true
165,27,0.0,26,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
166,27,0.0,95,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false
167,27,0.0,341,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true
168,27,0.0,5957,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false
169,27,0.0,2043,false,true,false,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true
170,27,0.0,5017,true,false,true,false,false,false,true,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,false,true,false,true,false
171,27,0.0,179,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true
172,27,0.0,8622,true,false,true,false,false,true,true,true,true,false,true,true,false,false,false,true,true,true,true,true,false,false,true,true,true,true,true
173,27,0.0,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
174,27,0.0,10287,false,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,false,true,false,true,false,true,false,false,false,true
175,27,0.015625,48013,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false
176,27,0.0,176,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,true,true,true
177,27,0.0,103,false,false,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true
178,27,0.0,8666,false,true,true,true,false,true,false,true,false,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true
179,27,0.0,1194,true,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,false,false
180,27,0.0,6112,false,false,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,false,false,false,false,true,false,true,false,true,false
181,27,0.0,1447,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true
182,27,0.0,27,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
183,27,0.0,405,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false
184,27,0.0,26,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true
185,27,0.03125,129923,true,false,false,false,false,true,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,true,true,false,true
186,27,0.0,1265,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,false,true,true,true
187,27,0.0,225,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true
188,27,0.0,135,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true
189,27,0.0,27,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
190,27,0.0,50,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
191,27,0.0,8065,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,false,false,true
192,27,0.0,2564,true,true,true,true,false,true,true,true,false,true,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,true,true
193,27,0.0,1946,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,true,false,true,true,true,false
194,27,0.0,9636,false,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,true,false,false,true
195,27,0.0,6488,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,true,true,false,true,false,false,true,false,true,false,true,false
196,27,0.0,27,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
197,27,0.0,4040,true,true,false,true,true,false,false,false,false,false,true,false,true,false,false,false,false,true,true,true,false,true,false,true,false,false,false
198,27,0.0,278,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false
199,27,0.0,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false
200,27,0.0,33165,true,false,false,false,true,false,true,false,false,false,true,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true
201,27,0.0,7781,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false
202,27,0.0,21084,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,true,true,false,false,false,false,false
203,27,0.015625,27692,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,true,true,true,true,true,false,false,true,false,false,true
204,27,0.0,3374,true,true,false,true,true,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,true,true,true,true,false,true,false
205,27,0.0,745,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true
206,27,0.0,191,true,true,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
207,27,0.0,2248,true,false,false,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,true
208,27,0.0,14904,false,true,true,true,true,true,false,false,false,false,false,true,false,false,true,true,false,false,false,true,true,true,false,true,false,false,true
209,27,0.0,961,true,true,true,true,false,false,false,true,true,true,false,true,true,false,false,true,true,true,false,true,true,true,false,false,true,true,false
210,27,0.0,3218,true,false,false,true,false,true,false,true,true,false,true,true,true,true,false,true,true,false,true,false,true,true,true,false,false,false,true
211,27,0.0,9399,false,true,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,true,true,true,true,false,true,false,false,true,true
