uf20-0322 87 -1 2 3 -4 5 6 -7 8 9 10 11 -12 -13 14 -15 16 -17 18 -19 -20 0 
uf20-0324 63 1 -2 3 4 5 -6 7 -8 9 -10 11 -12 -13 -14 15 16 -17 -18 19 20 0 
uf20-0328 53 -1 2 3 -4 5 -6 -7 -8 -9 -10 11 -12 -13 14 15 16 17 -18 -19 -20 0 
uf20-0331 68 1 2 -3 4 5 6 -7 -8 9 -10 -11 -12 13 -14 15 16 -17 -18 19 -20 0 
uf20-0337 60 -1 -2 3 4 -5 6 7 -8 -9 -10 11 -12 -13 14 15 16 17 -18 19 -20 0 
uf20-0337 60 -1 -2 3 4 -5 6 7 -8 -9 -10 11 -12 -13 14 -15 16 17 -18 19 20 0 
uf20-0339 45 -1 2 -3 4 5 6 7 -8 9 -10 11 12 13 14 -15 16 -17 18 -19 20 0 
uf20-0350 70 1 -2 -3 -4 -5 -6 7 8 9 10 11 -12 13 14 -15 16 17 -18 -19 -20 0 
uf20-0353 80 1 2 3 -4 5 -6 -7 8 9 10 11 -12 13 14 15 16 -17 -18 19 20 0 
uf20-0359 54 -1 2 -3 -4 -5 -6 -7 8 9 -10 -11 -12 13 14 -15 16 -17 18 -19 20 0 
uf20-035 63 -1 -2 -3 -4 5 6 7 -8 9 -10 -11 12 -13 -14 -15 16 -17 -18 19 -20 0 
uf20-0360 61 -1 -2 -3 4 5 6 7 -8 9 -10 11 12 -13 -14 15 16 -17 -18 -19 -20 0 
uf20-0363 42 1 -2 -3 4 5 6 7 8 -9 -10 -11 12 -13 14 15 -16 -17 18 -19 -20 0 
uf20-0366 59 1 2 -3 -4 -5 6 -7 8 9 10 -11 12 -13 -14 -15 16 -17 -18 19 -20 0 
uf20-0373 63 1 -2 3 4 -5 -6 7 8 9 -10 11 12 13 -14 15 16 -17 18 -19 20 0 
uf20-0374 52 1 -2 -3 -4 5 6 7 8 -9 10 11 -12 -13 -14 -15 16 -17 18 -19 20 0 
uf20-037 75 -1 2 -3 -4 -5 6 7 8 9 10 -11 -12 -13 14 -15 16 17 18 -19 20 0 
uf20-0384 69 -1 2 3 4 5 6 7 8 9 10 11 -12 13 -14 -15 16 17 18 19 20 0 
uf20-0385 49 1 -2 3 4 5 6 -7 -8 9 10 -11 12 13 -14 -15 16 17 -18 19 20 0 
uf20-0386 101 1 2 -3 4 5 6 7 8 -9 10 11 12 13 -14 -15 -16 17 -18 19 20 0 
uf20-0387 76 1 -2 3 4 -5 6 7 -8 9 10 -11 12 -13 14 15 -16 17 18 19 20 0 
uf20-0405 37 -1 -2 3 -4 5 -6 -7 8 9 10 -11 -12 -13 -14 -15 -16 17 -18 19 -20 0 
uf20-0409 75 1 2 3 -4 5 -6 7 8 -9 -10 11 -12 13 14 -15 -16 17 18 19 20 0 
uf20-0418 67 1 -2 -3 -4 5 6 7 8 9 10 -11 12 13 -14 15 16 17 18 -19 -20 0 
uf20-0423 61 -1 2 -3 -4 5 6 7 8 -9 10 11 12 13 14 15 16 -17 -18 -19 -20 0 
uf20-0425 57 1 -2 -3 4 5 6 -7 -8 -9 -10 -11 12 13 14 15 16 17 -18 19 -20 0 
uf20-0426 94 1 -2 3 -4 -5 6 7 8 9 -10 11 12 -13 -14 15 16 17 18 19 20 0 
uf20-0428 54 1 2 3 -4 -5 -6 -7 -8 9 10 11 -12 -13 -14 -15 16 -17 18 19 20 0 
uf20-0430 47 -1 -2 -3 4 -5 -6 7 8 9 -10 -11 -12 13 -14 15 16 -17 18 -19 20 0 
uf20-0444 60 -1 -2 -3 4 -5 6 -7 8 9 -10 -11 12 13 -14 -15 -16 17 18 19 20 0 
uf20-0444 60 -1 -2 -3 4 -5 6 7 8 9 -10 -11 12 -13 -14 -15 -16 17 18 19 20 0 
uf20-0446 39 1 -2 3 4 -5 6 -7 8 -9 10 -11 -12 13 14 -15 16 -17 -18 -19 -20 0 
uf20-0453 80 1 2 3 -4 5 6 -7 8 -9 10 -11 12 -13 -14 15 -16 17 -18 19 -20 0 
uf20-0457 87 -1 2 -3 4 -5 6 7 -8 9 10 11 12 -13 14 15 -16 17 -18 -19 20 0 
uf20-0464 38 1 2 -3 -4 -5 -6 -7 -8 9 -10 -11 -12 -13 14 -15 -16 -17 -18 19 20 0 
uf20-0468 68 1 -2 3 4 5 6 7 -8 9 -10 11 -12 13 -14 15 -16 -17 -18 19 20 0 
uf20-0472 65 1 2 3 -4 5 -6 7 8 9 10 11 -12 -13 -14 -15 16 17 18 -19 20 0 
uf20-0473 59 1 2 -3 4 5 -6 7 -8 -9 -10 -11 12 13 14 -15 -16 -17 18 19 -20 0 
uf20-047 86 1 -2 3 4 -5 6 7 8 9 -10 -11 12 -13 -14 15 -16 17 -18 19 -20 0 
uf20-0486 55 -1 -2 -3 4 5 -6 7 -8 9 -10 11 -12 -13 14 15 -16 -17 -18 -19 20 0 
uf20-0491 56 1 -2 -3 4 -5 6 7 8 9 -10 -11 -12 -13 14 -15 -16 17 -18 19 20 0 
uf20-0495 42 -1 -2 -3 4 5 6 7 -8 -9 10 -11 12 13 -14 15 16 -17 -18 -19 -20 0 
uf20-0495 42 1 -2 -3 4 5 6 -7 -8 -9 10 -11 12 13 -14 15 16 -17 -18 -19 -20 0 
uf20-0496 78 1 2 -3 4 5 -6 -7 8 -9 -10 11 12 13 14 15 -16 -17 -18 -19 -20 0 
uf20-049 60 1 2 -3 4 -5 -6 -7 8 9 -10 11 12 -13 14 -15 -16 17 -18 -19 -20 0 
uf20-050 73 -1 2 3 4 -5 -6 -7 8 9 10 -11 -12 -13 -14 15 -16 17 -18 -19 20 0 
uf20-0516 54 1 2 -3 4 5 -6 7 8 9 10 11 -12 -13 -14 15 16 17 18 19 20 0 
uf20-0517 56 1 -2 -3 4 5 6 7 -8 -9 -10 11 12 13 14 -15 -16 -17 18 19 20 0 
uf20-0519 71 -1 2 -3 4 -5 -6 7 -8 9 10 -11 -12 13 -14 15 -16 -17 18 19 -20 0 
uf20-052 90 1 2 3 4 5 6 7 -8 -9 -10 -11 -12 13 -14 15 -16 17 -18 -19 20 0 
uf20-0533 70 -1 2 -3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 -17 18 19 -20 0 
uf20-0540 72 -1 2 3 -4 5 -6 7 8 9 10 11 12 -13 -14 15 -16 17 18 -19 -20 0 
uf20-0544 65 1 2 3 4 5 -6 7 8 9 10 11 -12 -13 14 -15 -16 17 18 -19 -20 0 
uf20-0557 53 -1 -2 3 -4 5 6 -7 8 -9 10 11 -12 -13 -14 15 16 -17 -18 -19 -20 0 
uf20-0557 53 -1 -2 3 -4 5 6 -7 8 -9 -10 11 -12 -13 -14 15 -16 17 -18 -19 -20 0 
uf20-0559 62 -1 2 -3 4 -5 6 7 8 9 10 11 -12 13 -14 15 -16 17 18 -19 -20 0 
uf20-0559 62 -1 2 -3 -4 -5 6 7 8 9 10 11 -12 13 -14 15 -16 17 18 -19 20 0 
uf20-0587 47 1 -2 -3 -4 -5 -6 7 8 -9 10 -11 12 -13 -14 15 16 -17 -18 -19 20 0 
uf20-0590 37 -1 2 -3 -4 -5 6 -7 8 -9 -10 -11 -12 13 14 15 -16 17 -18 19 20 0 
uf20-0591 54 -1 2 -3 -4 5 6 7 8 -9 10 11 -12 -13 14 15 -16 -17 -18 19 -20 0 
uf20-0594 56 1 -2 -3 -4 -5 -6 7 8 -9 -10 -11 12 -13 14 15 -16 -17 18 -19 -20 0 
uf20-0596 109 1 -2 -3 4 -5 6 -7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0 
uf20-0597 64 -1 2 3 4 -5 6 7 8 9 -10 11 12 -13 -14 -15 -16 -17 18 -19 20 0 
uf20-059 70 1 -2 -3 -4 -5 -6 7 8 -9 10 11 -12 -13 -14 -15 16 17 -18 19 20 0 
uf20-0612 48 1 2 -3 4 -5 -6 -7 -8 9 10 -11 -12 13 14 15 -16 17 -18 -19 20 0 
uf20-0614 96 1 2 3 -4 5 6 7 -8 9 10 -11 12 -13 -14 15 16 -17 -18 -19 20 0 
uf20-061 96 -1 2 3 -4 5 -6 -7 8 9 -10 11 -12 13 14 15 16 17 18 -19 20 0 
uf20-0621 84 -1 2 -3 4 -5 6 7 8 9 -10 11 12 13 14 -15 -16 -17 18 -19 20 0 
uf20-0622 63 1 2 -3 -4 -5 -6 7 8 9 -10 11 -12 13 -14 15 16 -17 -18 19 20 0 
uf20-0623 56 1 2 3 4 -5 6 -7 8 -9 -10 -11 12 -13 -14 -15 16 17 -18 -19 20 0 
uf20-0624 62 1 -2 3 4 5 6 7 8 -9 10 11 12 -13 14 -15 -16 17 -18 -19 -20 0 
uf20-0625 91 -1 2 3 4 -5 -6 7 8 9 10 11 12 -13 -14 15 16 -17 18 19 20 0 
uf20-0628 95 1 -2 3 4 5 6 -7 8 -9 10 11 12 13 14 15 16 17 18 -19 -20 0 
uf20-0642 41 -1 -2 -3 -4 -5 -6 7 -8 9 -10 -11 -12 13 -14 15 16 -17 -18 -19 20 0 
uf20-0648 54 1 2 -3 -4 5 -6 -7 8 9 -10 -11 12 13 -14 15 16 17 18 19 20 0 
uf20-064 89 1 2 3 -4 5 -6 -7 8 9 -10 11 12 -13 14 15 16 17 -18 19 20 0 
uf20-0653 36 -1 -2 -3 4 -5 -6 -7 8 9 -10 -11 12 13 14 -15 16 -17 18 19 20 0 
uf20-0653 36 -1 -2 -3 4 -5 6 -7 8 9 -10 -11 -12 13 14 -15 16 -17 18 19 20 0 
uf20-0655 54 1 2 -3 -4 5 6 -7 8 -9 10 11 12 13 -14 -15 16 17 -18 -19 20 0 
uf20-0656 73 1 2 -3 -4 5 -6 -7 -8 9 10 -11 -12 -13 14 -15 16 -17 18 19 -20 0 
uf20-0665 49 -1 2 -3 -4 5 -6 -7 -8 9 -10 11 12 13 14 -15 16 17 18 -19 -20 0 
uf20-0666 73 1 2 3 -4 5 -6 7 8 9 10 -11 -12 -13 14 -15 -16 -17 -18 -19 20 0 
uf20-0684 53 -1 2 -3 -4 -5 -6 7 -8 9 10 -11 -12 13 14 15 16 -17 18 -19 -20 0 
uf20-0684 53 -1 2 -3 -4 -5 -6 7 8 9 -10 -11 12 13 14 -15 16 -17 18 -19 -20 0 
uf20-0685 88 -1 2 -3 4 5 6 7 8 9 10 -11 12 -13 14 -15 -16 17 -18 19 20 0 
uf20-0686 79 1 2 3 4 -5 -6 -7 8 9 -10 -11 -12 13 14 15 16 17 -18 19 -20 0 
uf20-0687 76 -1 2 3 -4 -5 6 7 -8 -9 -10 11 12 13 -14 -15 16 17 18 -19 20 0 
uf20-0688 75 1 -2 3 4 5 6 7 -8 -9 10 -11 12 -13 -14 -15 16 17 18 19 20 0 
uf20-0688 75 1 -2 3 4 5 6 7 8 -9 10 -11 -12 -13 -14 -15 16 17 18 19 20 0 
uf20-0689 67 -1 2 3 -4 5 6 -7 8 9 10 11 12 13 14 -15 -16 17 -18 19 -20 0 
uf20-0697 58 1 -2 -3 -4 5 6 -7 8 -9 10 -11 -12 -13 14 -15 16 17 18 19 20 0 
uf20-0701 74 1 2 3 4 -5 -6 7 8 9 -10 -11 12 13 -14 -15 -16 -17 -18 -19 -20 0 
uf20-0703 70 1 2 3 4 -5 6 7 -8 -9 -10 11 -12 -13 14 -15 16 17 18 19 20 0 
uf20-0708 73 1 -2 3 -4 5 -6 7 -8 9 10 11 12 -13 -14 -15 -16 17 18 -19 -20 0 
uf20-0712 86 -1 2 3 -4 -5 6 -7 -8 -9 10 -11 12 13 14 -15 -16 17 18 19 20 0 
uf20-0713 54 1 -2 -3 4 5 6 -7 8 9 -10 11 12 -13 14 15 16 17 18 19 20 0 
uf20-0716 59 -1 -2 -3 4 5 6 -7 8 -9 10 -11 -12 -13 14 -15 16 17 -18 19 20 0 
uf20-0719 73 1 2 3 4 5 6 7 -8 9 -10 -11 12 -13 14 15 -16 17 18 19 20 0 
uf20-0719 73 1 2 3 4 5 6 -7 -8 9 -10 -11 12 -13 14 15 16 17 18 19 20 0 
uf20-071 64 1 2 -3 4 5 6 -7 -8 9 -10 11 -12 -13 -14 15 -16 -17 -18 19 20 0 
uf20-0726 40 -1 2 -3 -4 -5 -6 7 8 -9 -10 11 -12 -13 -14 -15 16 17 18 -19 -20 0 
uf20-0727 69 1 2 3 4 -5 6 -7 8 9 -10 11 12 13 14 -15 -16 17 -18 -19 20 0 
uf20-0729 54 -1 -2 3 -4 5 -6 -7 -8 9 -10 -11 12 13 -14 -15 16 17 18 -19 20 0 
uf20-0729 54 -1 -2 3 -4 5 -6 -7 -8 9 -10 -11 12 13 14 -15 -16 17 18 -19 20 0 
uf20-0730 53 1 -2 3 4 5 6 -7 8 -9 -10 11 -12 13 -14 15 -16 -17 -18 19 20 0 
uf20-0734 77 -1 2 3 -4 5 -6 7 8 9 10 -11 12 -13 14 15 16 -17 18 19 -20 0 
uf20-0739 74 1 -2 -3 4 5 -6 7 8 -9 -10 -11 12 13 -14 -15 -16 -17 18 19 -20 0 
uf20-0743 63 -1 2 -3 4 5 -6 7 8 -9 -10 -11 -12 -13 -14 15 16 17 18 -19 20 0 
uf20-0745 90 1 -2 -3 4 5 6 7 8 -9 10 -11 12 13 -14 15 16 17 -18 -19 -20 0 
uf20-0750 85 1 2 3 -4 5 6 -7 -8 9 -10 11 -12 13 14 -15 16 17 18 19 20 0 
uf20-0759 78 1 2 3 -4 5 -6 7 8 -9 -10 11 12 -13 -14 15 16 17 18 -19 -20 0 
uf20-0777 83 -1 2 -3 4 5 -6 7 -8 9 -10 11 12 -13 -14 15 16 -17 18 19 -20 0 
uf20-0778 84 1 2 -3 -4 -5 -6 -7 8 9 10 11 -12 -13 14 15 16 -17 18 -19 -20 0 
uf20-0780 69 1 2 -3 4 -5 -6 7 8 -9 -10 -11 -12 -13 -14 15 16 -17 18 -19 20 0 
uf20-0782 45 1 -2 3 -4 5 -6 7 -8 9 10 -11 12 -13 -14 -15 16 -17 -18 -19 20 0 
uf20-0782 45 1 -2 3 -4 5 -6 7 -8 9 -10 -11 12 13 -14 -15 16 -17 -18 -19 20 0 
uf20-0783 81 -1 2 -3 4 -5 -6 7 8 9 -10 11 -12 13 14 15 16 17 -18 19 20 0 
uf20-0786 74 1 2 -3 4 5 -6 7 8 9 -10 -11 12 13 14 -15 16 17 -18 19 20 0 
uf20-079 47 1 -2 3 4 5 6 -7 -8 -9 10 11 -12 -13 14 15 -16 17 18 -19 -20 0 
uf20-080 65 1 2 -3 4 5 6 7 8 9 10 11 12 13 -14 15 -16 -17 -18 -19 20 0 
uf20-0810 66 1 -2 -3 -4 5 6 -7 -8 9 10 11 -12 13 -14 15 16 -17 -18 19 20 0 
uf20-0811 41 -1 2 3 -4 5 6 7 -8 9 10 11 -12 -13 14 15 -16 17 18 -19 -20 0 
uf20-0814 66 1 -2 3 -4 5 -6 -7 8 -9 10 -11 12 13 -14 -15 16 -17 18 19 -20 0 
uf20-0816 51 -1 -2 3 -4 5 -6 7 -8 9 -10 -11 12 13 14 -15 16 17 -18 19 -20 0 
uf20-0817 67 1 -2 -3 4 -5 -6 7 8 9 -10 11 12 13 -14 -15 16 17 18 -19 20 0 
uf20-0826 64 -1 -2 3 4 -5 6 7 -8 9 -10 11 12 13 -14 -15 16 17 -18 -19 20 0 
uf20-0827 57 1 2 -3 -4 5 6 -7 -8 9 -10 -11 12 -13 14 -15 16 -17 18 -19 20 0 
uf20-082 71 1 2 3 4 5 -6 -7 -8 9 10 -11 -12 13 14 -15 16 17 18 -19 20 0 
uf20-0830 92 1 -2 3 -4 5 6 -7 8 9 10 11 -12 -13 14 15 -16 17 -18 19 20 0 
uf20-0833 86 1 2 3 -4 5 6 7 -8 9 -10 -11 -12 -13 14 15 16 -17 18 19 -20 0 
uf20-0834 31 -1 -2 3 -4 -5 -6 7 -8 9 -10 -11 -12 -13 14 -15 16 -17 -18 19 -20 0 
uf20-0839 83 -1 -2 -3 4 5 -6 7 -8 9 10 11 12 13 -14 15 16 -17 -18 -19 20 0 
uf20-0845 82 1 -2 3 -4 -5 6 7 -8 9 10 -11 12 13 -14 -15 16 -17 -18 19 20 0 
uf20-0850 37 1 -2 3 -4 5 6 -7 -8 9 -10 -11 12 13 14 -15 -16 -17 -18 19 -20 0 
uf20-0853 75 1 2 3 4 5 6 -7 -8 -9 10 -11 -12 13 14 -15 16 17 18 -19 20 0 
uf20-0854 37 1 -2 3 -4 -5 6 7 8 9 10 -11 12 -13 14 -15 -16 17 -18 -19 -20 0 
uf20-0855 57 1 2 -3 4 -5 6 7 -8 -9 10 11 -12 13 -14 -15 -16 17 -18 -19 -20 0 
uf20-0857 42 -1 -2 3 -4 -5 -6 -7 -8 -9 10 11 -12 -13 -14 15 -16 17 18 -19 -20 0 
uf20-0860 36 -1 -2 -3 4 5 6 -7 8 -9 -10 -11 12 13 -14 -15 16 17 18 19 20 0 
uf20-0863 71 -1 2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 -16 17 -18 -19 20 0 
uf20-0867 68 -1 2 -3 4 -5 -6 -7 8 9 10 -11 -12 -13 14 15 16 17 -18 19 -20 0 
uf20-0869 30 -1 2 -3 4 -5 -6 -7 8 -9 10 11 12 -13 -14 -15 16 -17 -18 -19 -20 0 
uf20-086 66 -1 2 -3 -4 5 6 7 8 9 10 -11 -12 -13 14 15 -16 17 -18 -19 -20 0 
uf20-0871 46 1 -2 -3 -4 -5 6 7 -8 9 10 11 12 13 -14 15 -16 -17 18 19 20 0 
uf20-0874 85 1 2 3 -4 5 6 7 -8 9 10 11 12 -13 14 15 16 -17 -18 19 20 0 
uf20-0877 64 -1 -2 -3 4 -5 6 7 8 -9 -10 11 -12 13 -14 15 -16 -17 18 19 20 0 
uf20-0883 65 -1 -2 3 -4 5 6 7 8 9 -10 11 12 13 -14 -15 16 -17 -18 -19 -20 0 
uf20-0885 69 1 -2 3 4 -5 -6 -7 -8 9 10 11 12 -13 14 -15 -16 -17 18 19 20 0 
uf20-0886 99 -1 2 3 -4 5 -6 7 -8 -9 -10 -11 12 13 14 -15 16 -17 18 19 20 0 
uf20-0890 62 1 -2 3 -4 -5 -6 7 8 -9 10 11 -12 -13 -14 -15 16 -17 -18 19 20 0 
uf20-0896 47 -1 -2 -3 4 5 -6 -7 8 9 -10 -11 -12 -13 14 -15 -16 -17 -18 -19 -20 0 
uf20-0898 74 -1 -2 -3 -4 5 -6 -7 -8 9 -10 11 12 13 -14 15 -16 17 18 19 -20 0 
uf20-0900 51 1 -2 3 -4 5 6 7 8 9 -10 -11 12 13 14 -15 16 17 18 -19 20 0 
uf20-0907 53 1 2 3 4 -5 -6 -7 -8 -9 -10 11 12 -13 -14 -15 -16 17 18 -19 -20 0 
uf20-0916 75 1 -2 -3 4 5 -6 -7 8 9 -10 11 12 13 -14 -15 -16 17 18 -19 20 0 
uf20-0919 84 -1 -2 3 4 -5 6 -7 -8 -9 10 11 12 13 14 15 16 17 -18 -19 20 0 
uf20-0924 84 -1 -2 3 4 5 6 7 8 -9 10 -11 12 -13 14 15 -16 17 -18 -19 -20 0 
uf20-0930 41 1 2 3 -4 5 6 7 8 -9 -10 -11 -12 13 14 -15 -16 -17 -18 -19 -20 0 
uf20-0945 66 -1 2 -3 4 5 6 -7 -8 9 -10 -11 -12 13 14 -15 -16 17 -18 -19 20 0 
uf20-0946 70 -1 2 3 -4 5 -6 -7 8 -9 -10 11 12 13 14 -15 16 -17 18 19 -20 0 
uf20-0952 44 1 2 3 4 5 -6 -7 -8 -9 10 11 12 -13 -14 -15 -16 -17 18 -19 -20 0 
uf20-0953 60 -1 2 3 4 5 -6 7 8 9 10 11 12 13 -14 -15 -16 -17 -18 -19 -20 0 
uf20-0956 70 -1 2 -3 4 -5 6 -7 -8 9 -10 11 -12 -13 14 -15 16 17 18 19 20 0 
uf20-0956 70 -1 2 -3 4 -5 6 7 -8 -9 -10 11 -12 -13 14 -15 16 17 18 19 20 0 
uf20-0956 70 -1 2 -3 4 5 6 7 -8 9 10 -11 -12 -13 14 -15 16 17 18 -19 20 0 
uf20-0956 70 -1 2 -3 4 5 6 7 -8 9 -10 11 -12 -13 14 -15 16 17 18 -19 20 0 
uf20-0958 70 1 2 3 -4 5 6 -7 8 -9 10 -11 12 -13 -14 15 -16 -17 -18 19 20 0 
uf20-0958 70 1 2 3 4 5 6 -7 8 -9 10 -11 12 -13 -14 15 -16 -17 -18 -19 20 0 
uf20-0962 69 -1 2 -3 4 5 -6 7 8 9 10 -11 -12 13 14 15 16 17 18 19 -20 0 
uf20-0963 66 1 -2 -3 4 -5 6 7 8 -9 -10 -11 -12 13 -14 15 16 17 18 19 20 0 
uf20-0964 35 -1 -2 -3 4 -5 -6 -7 8 9 10 -11 12 -13 -14 15 16 -17 -18 19 20 0 
uf20-0977 68 -1 2 3 -4 5 -6 7 8 9 -10 11 12 13 14 -15 -16 -17 -18 19 20 0 
uf20-0981 37 -1 2 3 -4 5 6 -7 8 -9 10 11 12 -13 -14 15 16 -17 18 -19 -20 0 
uf20-0982 91 1 -2 3 4 5 -6 -7 8 -9 10 11 -12 -13 14 -15 16 -17 18 -19 20 0 
uf20-0984 72 1 -2 -3 -4 5 -6 7 8 -9 -10 11 -12 13 -14 -15 -16 17 18 19 -20 0 
uf20-0989 64 -1 -2 -3 -4 5 6 7 8 -9 10 -11 -12 -13 -14 -15 -16 17 -18 19 20 0 
uf20-098 55 1 2 -3 -4 5 -6 7 -8 9 10 -11 -12 13 14 -15 -16 17 18 -19 20 0 
